Cohort;Name;Site;Type;Year;act-lo;act-up;area-per-cap;cap-lo;cap-up;depreciation;detail;fix-cost;geometry;heatmax;heatupcost;hotstart;inst-cap;inv-cost;lambda;lifetime;max-grad;maxdeltaT;min-fraction;on-off;pdt;pot;precaponline;preheat;prepow;prestate;pretemp;rd;rdmax;reserve-cost;ru;rumax;sd;start-cost;su;var-cost;wacc;year_mu;year_stdev;eff;effmin;cotwo
2013,0;WindOn_2013;CL00;WindOn;;0,0;1;125000;0;20,0;25;1;36260;;1,0;0;0;20,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2013,0;WindOn_2013;CL04;WindOn;;0,0;1;125000;0;10,0;25;1;36260;;1,0;0;0;10,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2013,0;WindOn_2013;CL05;WindOn;;0,0;1;125000;0;10,0;25;1;36260;;1,0;0;0;10,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2014,0;WindOn_2014;CL04;WindOn;;0,0;1;125000;0;10,0;25;1;36260;;1,0;0;0;10,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2015,0;Gas_2015;CL00;Gas;;0,3;1;0;0;inf;30;5;21250;;0,2;60;0;0,0;850000;0,1;30;4,8;1;0,2;1;0;0;0;0;0;1;1;0,05;1;0;0,05;1;0,5;40;0,5;2,0;0,07;1990;8;0,5988023952095809;0,4273504273504274;0,17964071856287425
2015,0;Solar_2015;CL00;Solar;;0,0;1;14000;0;inf;25;1;15790;;1,0;0;0;0,0;889892;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2009;2;1,0;1,0;0,0
2015,0;WindOn_2015;CL00;WindOn;;0,0;1;125000;0;inf;25;1;36260;;1,0;0;0;0,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2015,0;Gas_2015;CL01;Gas;;0,3;1;0;0;inf;30;5;21250;;0,2;60;0;0,0;850000;0,1;30;4,8;1;0,2;1;0;0;0;0;0;1;1;0,05;1;0;0,05;1;0,5;40;0,5;2,0;0,07;1990;8;0,5988023952095809;0,4273504273504274;0,17964071856287425
2015,0;Solar_2015;CL01;Solar;;0,0;1;14000;0;inf;25;1;15790;;1,0;0;0;0,0;889892;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2009;2;1,0;1,0;0,0
2015,0;WindOn_2015;CL01;WindOn;;0,0;1;125000;0;inf;25;1;36260;;1,0;0;0;0,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2015,0;Gas_2015;CL02;Gas;;0,3;1;0;0;inf;30;5;21250;;0,2;60;0;0,0;850000;0,1;30;4,8;1;0,2;1;0;0;0;0;0;1;1;0,05;1;0;0,05;1;0,5;40;0,5;2,0;0,07;1990;8;0,5988023952095809;0,4273504273504274;0,17964071856287425
2015,0;Solar_2015;CL02;Solar;;0,0;1;14000;0;inf;25;1;15790;;1,0;0;0;0,0;889892;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2009;2;1,0;1,0;0,0
2015,0;WindOn_2015;CL02;WindOn;;0,0;1;125000;0;inf;25;1;36260;;1,0;0;0;0,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2015,0;Gas_2015;CL03;Gas;;0,3;1;0;0;inf;30;5;21250;;0,2;60;0;0,0;850000;0,1;30;4,8;1;0,2;1;0;0;0;0;0;1;1;0,05;1;0;0,05;1;0,5;40;0,5;2,0;0,07;1990;8;0,5988023952095809;0,4273504273504274;0,17964071856287425
2015,0;Solar_2015;CL03;Solar;;0,0;1;14000;0;inf;25;1;15790;;1,0;0;0;0,0;889892;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2009;2;1,0;1,0;0,0
2015,0;WindOn_2015;CL03;WindOn;;0,0;1;125000;0;inf;25;1;36260;;1,0;0;0;0,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2015,0;Gas_2015;CL04;Gas;;0,3;1;0;0;inf;30;5;21250;;0,2;60;0;0,0;850000;0,1;30;4,8;1;0,2;1;0;0;0;0;0;1;1;0,05;1;0;0,05;1;0,5;40;0,5;2,0;0,07;1990;8;0,5988023952095809;0,4273504273504274;0,17964071856287425
2015,0;Solar_2015;CL04;Solar;;0,0;1;14000;0;inf;25;1;15790;;1,0;0;0;0,0;889892;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2009;2;1,0;1,0;0,0
2015,0;WindOn_2015;CL04;WindOn;;0,0;1;125000;0;inf;25;1;36260;;1,0;0;0;0,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2015,0;Gas_2015;CL05;Gas;;0,3;1;0;0;inf;30;5;21250;;0,2;60;0;0,0;850000;0,1;30;4,8;1;0,2;1;0;0;0;0;0;1;1;0,05;1;0;0,05;1;0,5;40;0,5;2,0;0,07;1990;8;0,5988023952095809;0,4273504273504274;0,17964071856287425
2015,0;Solar_2015;CL05;Solar;;0,0;1;14000;0;inf;25;1;15790;;1,0;0;0;0,0;889892;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2009;2;1,0;1,0;0,0
2015,0;WindOn_2015;CL05;WindOn;;0,0;1;125000;0;inf;25;1;36260;;1,0;0;0;0,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
2015,0;Gas_2015;CL06;Gas;;0,3;1;0;0;inf;30;5;21250;;0,2;60;0;0,0;850000;0,1;30;4,8;1;0,2;1;0;0;0;0;0;1;1;0,05;1;0;0,05;1;0,5;40;0,5;2,0;0,07;1990;8;0,5988023952095809;0,4273504273504274;0,17964071856287425
2015,0;Solar_2015;CL06;Solar;;0,0;1;14000;0;inf;25;1;15790;;1,0;0;0;0,0;889892;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2009;2;1,0;1,0;0,0
2015,0;WindOn_2015;CL06;WindOn;;0,0;1;125000;0;inf;25;1;36260;;1,0;0;0;0,0;1395019;0,0;25;inf;1;0,0;0;0;0;0;0;0;1;1;1,0;1;0;1,0;1;1,0;0;1,0;0,0;0,07;2006;3;1,0;1,0;0,0
