;CL00_PV_Solar_all;CL01_PV_Solar_all;CL02_PV_Solar_all;CL03_PV_Solar_all;CL04_PV_Solar_all;CL05_PV_Solar_all;CL06_PV_Solar_all
184;0,0;0,0;0,0;0,0;0,0;0,0;0,0
185;0,0;0,0;0,0;0,0;0,0;0,0;0,0
186;0,0;0,0;0,0;0,0;0,0;0,0;0,0
187;0,0;0,0;0,0;0,0;0,0;0,0;0,0
188;0,0;0,0;0,0;0,0;0,0;0,0;0,0
189;0,0;0,0;0,0;0,0;0,0;0,0;0,0
190;0,0;0,0;0,0;0,0;0,0;0,0;0,0
191;0,0;0,0;0,0;0,0;0,0;0,0;0,0
192;0,0;0,0;0,0;0,0;0,0;0,0;0,0
193;0,0;0,0;0,0;0,0;0,0;0,0;0,0
194;0,0;0,0;0,0;0,0;0,0;0,0;0,0
195;0,0;0,0;0,0;0,0;0,0;0,0;0,0
196;0,0;0,0;0,0;0,0;0,0;0,0;0,0
197;0,0;0,0;0,0;0,0;0,0;0,0;0,0
198;0,0;0,0;0,0;0,0;0,0;0,0;0,0
199;0,02515651263523667;0,0342643136749531;0,017197439405119353;0,02835293356064044;0,0321212349574578;0,014564072668290741;0,03103990467376304
200;0,05595187271336026;0,10196067914146931;0,06639947490435166;0,049686859441169844;0,06865039460956282;0,08502333122391896;0,06426447857576166
201;0,0897796890121107;0,1866329380709621;0,12416636781659093;0,07268775387389768;0,2331965966739425;0,16621335982106095;0,19681961320150118
202;0,24856254464514016;0,23982848565416381;0,17343323592881044;0,2518324779939005;0,3235114781188103;0,1540769630257878;0,3233107112393623
203;0,17497322887426178;0,16834338515509598;0,2679923951648759;0,21196534882482324;0,2778065927932573;0,20116782779952994;0,24681692038557684
204;0,1653627178718326;0,18517377170421476;0,26130218614863765;0,14991310081299442;0,08995070986432643;0,12644315669459058;0,12897745265866453
205;0,09149106809048324;0,16951857584498112;0,17026001668648139;0,08465758145892453;0,07908222666769868;0,06941365311650279;0,05070287831253576
206;0,06836581732835498;0,07641499241803601;0,07420837677379771;0,052186725742246434;0,018322493482092136;0,01340648758555862;0,03502144254369296
207;0,0;0,0;0,008529594003105462;0,0;0,0;0,0;0,0
208;0,0;0,0;0,0;0,0;0,0;0,0;0,0
209;0,0;0,0;0,0;0,0;0,0;0,0;0,0
210;0,0;0,0;0,0;0,0;0,0;0,0;0,0
211;0,0;0,0;0,0;0,0;0,0;0,0;0,0
212;0,0;0,0;0,0;0,0;0,0;0,0;0,0
213;0,0;0,0;0,0;0,0;0,0;0,0;0,0
214;0,0;0,0;0,0;0,0;0,0;0,0;0,0
215;0,0;0,0;0,0;0,0;0,0;0,0;0,0
216;0,0;0,0;0,0;0,0;0,0;0,0;0,0
217;0,0;0,0;0,0;0,0;0,0;0,0;0,0
218;0,0;0,0;0,0;0,0;0,0;0,0;0,0
219;0,0;0,0;0,0;0,0;0,0;0,0;0,0
220;0,0;0,0;0,0;0,0;0,0;0,0;0,0
221;0,0;0,0;0,0;0,0;0,0;0,0;0,0
222;0,0;0,0;0,0;0,0;0,0;0,0;0,0
223;0,0688115332736484;0,06688616892404835;0,010601667895939346;0,05945626190443067;0,03450753732795596;0,023086542081954473;0,047398555090253786
224;0,19772997881938995;0,18864689378917046;0,04805417897825566;0,17044952290634;0,11759488886245284;0,09563717815172164;0,1573980295800034
225;0,297063638223739;0,29356099567973937;0,08968073564151947;0,27603826215014704;0,21030426394066198;0,19690488053512936;0,24706011893102403
226;0,3510802006171653;0,363492773078291;0,1321757807738661;0,34693302683023547;0,2707528066683215;0,24210685740864343;0,2976952765177926
227;0,34560275340408153;0,363665255567805;0,170689784769044;0,32101078425014984;0,2952910491049591;0,2607413807883973;0,2997256505311343
228;0,2833611935064552;0,31316245217096245;0,17734519302457866;0,2229916904617204;0,2689701042334712;0,2383336169100495;0,2625642761251673
229;0,17686973306435308;0,20557778005952282;0,15307246540640412;0,12763837743391618;0,16994322670943665;0,16556486444155188;0,18579962448118978
230;0,06174847606397519;0,06983778112875208;0,08779899130762653;0,06181483200826187;0,06208819385527852;0,07263365151687895;0,07243602204552554
231;0,0;0,0;0,014276370575027805;0,0;0,0;0,0;0,0
232;0,0;0,0;0,0;0,0;0,0;0,0;0,0
233;0,0;0,0;0,0;0,0;0,0;0,0;0,0
234;0,0;0,0;0,0;0,0;0,0;0,0;0,0
235;0,0;0,0;0,0;0,0;0,0;0,0;0,0
236;0,0;0,0;0,0;0,0;0,0;0,0;0,0
237;0,0;0,0;0,0;0,0;0,0;0,0;0,0
238;0,0;0,0;0,0;0,0;0,0;0,0;0,0
239;0,0;0,0;0,0;0,0;0,0;0,0;0,0
240;0,0;0,0;0,0;0,0;0,0;0,0;0,0
241;0,0;0,0;0,0;0,0;0,0;0,0;0,0
242;0,0;0,0;0,0;0,0;0,0;0,0;0,0
243;0,0;0,0;0,0;0,0;0,0;0,0;0,0
244;0,0;0,0;0,0;0,0;0,0;0,0;0,0
245;0,0;0,0;0,0;0,0;0,0;0,0;0,0
246;0,0;0,0;0,0;0,0;0,0;0,0;0,0
