;CL00_WindOn_2015_all;CL01_WindOn_2015_all;CL02_WindOn_2015_all;CL03_WindOn_2015_all;CL04_WindOn_2015_all;CL05_WindOn_2015_all;CL06_WindOn_2015_all
137;0,0;0,0;0,09876079261302947;0,028754955530166628;0,26243338286876683;0,1400693953037262;0,23539147675037386
138;0,0006063010543584825;0,0;0,11217236816883089;0,02878183908760548;0,35078475475311277;0,17266555130481723;0,18869032263755797
139;0,0033376246690750124;0,0;0,11792524755001069;0,03903928771615029;0,4392199635505677;0,18364706933498381;0,1327439323067665
140;0,0063066475093364735;0,0;0,11858128309249878;0,05430195853114129;0,4487503051757813;0,17342750430107118;0,0773260436952114
141;0,00877894014120102;0,0;0,1191799432039261;0,05782441794872284;0,42379427254199986;0,14087275266647337;0,03534953221678734
142;0,011297234147787097;0,0;0,11812155246734621;0,04626428782939912;0,41352514922618866;0,11440064311027529;0,025400064140558246
143;0,01872583515942097;0,006784951686859131;0,1141824632883072;0,03196629881858826;0,3022741228342057;0,08481809496879578;0,06050999760627746
144;0,026763204485177994;0,01408773958683014;0,10860435664653778;0,03246517181396485;0,21430474519729614;0,07777208611369134;0,16625826060771942
145;0,02791462577879429;0,022176605463027955;0,11321465149521828;0,03556317016482353;0,1734797149896622;0,09668545797467232;0,2714891731739044
146;0,02212369777262211;0,028999143838882455;0,12370485588908196;0,04432529136538506;0,12106080055236819;0,16699949204921724;0,31959453523159026
147;0,012090352550148963;0,031252557039260866;0,14301887080073356;0,04617599546909333;0,04490778148174286;0,30603267848491666;0,3670420289039612
148;0,008398611843585967;0,03325619697570801;0,16365058049559594;0,03761657774448395;0,0;0,4221489857882262;0,3795596092939377
149;0,00983438715338707;0,0323922336101532;0,160064385086298;0,032953180372715;0,004379244148731232;0,4745152570307255;0,4094825506210327
150;0,008919356763362885;0,03307760953903199;0,17926302775740624;0,04236409887671471;0,0163420844823122;0,4671689003705979;0,44333850145339965
151;0,007781138271093369;0,04327545762062073;0,20551175549626352;0,05305086076259613;0,08413655310869217;0,4894972681999207;0,44915113747119906
152;0,008254224061965942;0,04648237936198712;0,1670492798089981;0,07792751118540764;0,14428296983242034;0,48642362952232365;0,6444883286952972
153;0,0033657908439636234;0,0210027564316988;0,06712785661220551;0,07912682741880418;0,1305867999792099;0,39297610521316534;0,7372961938381195
154;0,012992451339960099;0,032284946739673616;0,11583005189895632;0,08000335693359376;0,2572660863399506;0,2971879243850708;0,6828583896160125
155;0,034204973652958874;0,05218167342245579;0,17244504988193515;0,09277607053518296;0,2580509155988693;0,2178065270185471;0,5493074834346772
156;0,02541724927723408;0,03541754595935344;0,17358278930187226;0,08755902722477914;0,21818904280662538;0,18917779922485348;0,426347953081131
157;0,005968693643808365;0,0038024820387363434;0,10425088554620744;0,09198353141546249;0,22108650505542757;0,18844277337193494;0,3220506817102432
158;0,005906472355127336;0,010590909421443941;0,10329806730151178;0,09977081269025805;0,2807308703660965;0,17002465054392815;0,2217302203178406
159;0,009407360106706621;0,015671149641275407;0,12547847703099252;0,12850201725959778;0,2889782398939133;0,1363855130970478;0,14845484867691996
160;0,011200167983770371;0,01479439362883568;0,15708855018019677;0,1547015227377415;0,3199262320995331;0,10284957811236381;0,08527744561433794
161;0,011139985173940657;0,011636713147163393;0,08014048486948015;0,14670894779264929;0,31066406965255733;0,09637314379215241;0,03694498613476753
162;0,025978863984346387;0,015568309649825097;0,036026840656995775;0,12242657020688057;0,26091148257255553;0,08943930715322494;0,008260389044880866
163;0,036293848231434826;0,022382041811943053;0,038650539517402646;0,09019083753228188;0,24784858226776124;0,07571596205234528;0,0
164;0,04207084327936173;0,02962005734443665;0,04666835963726044;0,0716806046664715;0,22245207130908964;0,0712850533425808;0,0
165;0,045743615925312044;0,031525051593780516;0,06755795478820802;0,049195417761802675;0,18310090824961667;0,08308466821908951;0,0
166;0,0598269708454609;0,03340022563934327;0,09047693312168123;0,03314048945903778;0,17982209250330927;0,0949382230639458;0,0
167;0,07108256295323373;0,03646708130836487;0,13370527923107148;0,028327457606792453;0,15325536653399469;0,11181622482836247;0,0
168;0,08383567109704017;0,045291781425476074;0,1657498121261597;0,02190607152879238;0,15875754728913305;0,14763688668608663;0,0
169;0,10210953503847123;0,06595119237899781;0,178703910112381;0,012884075567126277;0,15885709747672083;0,20764579102396966;0,0
170;0,12782227322459222;0,08905417323112488;0,18162785172462464;0,01166305094957352;0,12036877349019051;0,2947924122214317;0,0
171;0,15383832082152366;0,11158170700073243;0,19303613603115083;0,012308803573250772;0,1648280590772629;0,432654706388712;0,0
172;0,17081309854984283;0,13264327049255373;0,2010645747184754;0,012558706849813462;0,16263682544231417;0,5358026571571827;0,0
173;0,1679340235888958;0,13784449100494386;0,19947774410247804;0,013288000598549843;0,14492267966270447;0,5711488664150238;0,005230285599827767
174;0,16658587828278543;0,1247638463973999;0,1968280702829361;0,015536447614431383;0,16468691527843476;0,6331806778907775;0,02898516431450844
175;0,14928733110427858;0,0972354829311371;0,18560183346271517;0,018878104165196422;0,19884214997291566;0,7093550503253937;0,04841225221753121
176;0,07701334431767463;0,06071131229400634;0,1710119992494583;0,01303858757019043;0,22183013260364537;0,588110774755478;0,05643152073025704
177;0,02563926987349987;0,014893066883087159;0,15050410926342012;0,014053000509738924;0,2676322728395462;0,5141396433115006;0,07097887545824051
178;0,025246453285217286;0,013598859310150146;0,12781904637813568;0,021907512098550797;0,4012649536132813;0,3875214010477066;0,10962995141744614
179;0,03061457462608815;0,013286302238702773;0,12445317506790163;0,02926082089543343;0,27316485345363617;0,3471790164709092;0,16701758801937105
180;0,031161978840827945;0,013418983295559885;0,1404081642627716;0,03414944335818291;0,22404545545578008;0,3264946520328522;0,22318386733531947
181;0,021366342902183533;0,007970558851957322;0,16986699104309083;0,04253977797925473;0,20774083733558654;0,27383913397789006;0,29106054604053505
182;0,028859096765518188;0,01803923584520817;0,20370126962661744;0,05046878010034561;0,24453543126583097;0,27909024655818937;0,328934571146965
183;0,04011208564043046;0,02569351568818093;0,21811203956604006;0,07983692437410356;0,3338063687086106;0,37220937311649327;0,4136641889810562
184;0,04466530457139016;0,019464468210935594;0,205649870634079;0,1080944411456585;0,4604336142539978;0,5759918034076691;0,4684300184249878
185;0,06762550249695778;0,026403918117284778;0,2728374838829041;0,11370041370391847;0,6999197244644165;0,8360431313514709;0,4766000688076019
186;0,10558954030275346;0,04117319658398628;0,35659394860267646;0,11398850679397585;0,8299091339111327;0,9590921163558961;0,4732786893844605
187;0,12661734595894814;0,049797920137643815;0,39668176174163816;0,10850319787859916;1,0;0,9894449532032014;0,49080283343791964
188;0,13943519592285158;0,062640730291605;0,7401567935943604;0,09909640178084374;1,0;1,0;0,5302088648080826
189;0,1732626795768738;0,12469484545290471;0,9;0,09464991465210915;1,0;1,0;0,552928039431572
190;0,2602679312229157;0,2668275516480208;0,9;0,12028511762619021;1,0;1,0;0,5973493933677674
191;0,37513061165809636;0,6452917322516442;1,0;0,17954549193382263;1,0;1,0;0,6166255831718445
192;0,724919992685318;0,8055829618126155;1,0;0,23706977963447573;0,9;1,0;0,6093917191028595
193;1,0;0,8229469165205956;1,0;0,28532900214195256;0,9;1,0;0,8929150521755218
194;1,0;0,8450208067893982;1,0;0,2891599595546722;1,0;1,0;0,9941317856311798
195;1,0;0,8290323168039323;1,0;0,28475781083107;1,0;1,0;1,0
196;0,9231450676918029;0,8196280106902123;1,0;0,2640244722366333;1,0;1,0;0,997109192609787
197;0,5276006549596787;0,43546207249164587;0,6450037479400634;0,24550762176513674;1,0;0,9984620153903961;0,8340874671936036
198;0,34949529767036436;0,22209172248840334;1,0;0,20375413894653321;1,0;0,9935454487800598;0,4780244827270509
199;0,3036833256483078;0,15147483348846436;1,0;0,19919068813323976;1,0;1,0;0,34764764904975887
200;0,3454850137233734;0,28475182056427;1,0;0,32539997696876527;1,0;1,0;0,4210353046655655
201;0,27565989196300505;0,30255255997180935;0,9;0,5771948546171188;1,0;0,9931003630161286;0,4359488129615784
202;0,20002498626708987;0,1770892977714539;0,9;0,474138230085373;1,0;0,9855506420135498;0,41956323087215425
203;0,25985622107982637;0,20541618168354037;0,8;0,4416420698165894;1,0;1,0;0,5556443095207215
204;0,38383415341377264;0,3615575164556504;0,8;0,6036699771881104;0,9;1,0;0,7583216845989227
205;0,4528545379638672;0,4554859280586243;0,8;0,8127652049064636;0,8;1,0;0,9512921512126922
206;0,7935823738574982;0,7549025177955628;0,8;0,9339694023132323;0,9;1,0;0,9718412697315216
207;0,9997365295886994;0,85757457613945;0,0;0,8696703910827637;0,9;1,0;1,0
208;1,0;0,9081808388233185;0,0;0,7758257865905761;0,0;1,0;1,0
209;1,0;0,9118495166301728;0,0;0,7103559017181397;0,0;1,0;1,0
210;1,0;0,9021187603473664;0,0;0,4453599452972412;0,8;1,0;1,0
211;1,0;0,8441421240568161;0,0;0,2643986701965332;1,0;1,0;1,0
212;1,0;0,8275286734104157;0,0;0,230891489982605;1,0;1,0;1,0
213;1,0;0,8334417372941971;0,0;0,29726932048797605;1,0;1,0;1,0
214;1,0;0,8449210226535798;0,0;0,37595610618591313;1,0;1,0;1,0
215;1,0;0,860172176361084;0,0;0,43605313301086424;1,0;1,0;1,0
216;1,0;0,8768318980932236;0,0;0,49387493133544924;0,9;0,2;1,0
217;1,0;0,8643241375684738;0,0;0,46707711219787607;1,0;0,2;1,0
218;1,0;0,8567299306392671;0,0;0,4470847129821778;1,0;0,2;1,0
219;0,9;0,8512901574373246;0,0;0,4212776899337769;0,8;0,1;1,0
220;0,9;0,8495655357837677;0,0;0,4118883848190308;0,0;0,1;1,0
221;0,9;0,8548132747411727;0,0;0,4364710807800293;0,0;0,1;1,0
222;0,9;0,8720750451087952;0,0;0,35181186199188236;0,0;0,0;1,0
223;0,9;0,8580039352178574;0,1;0,31984195709228525;0,0;1,0;1,0
224;1,0;0,8474058121442795;0,1;0,2965754270553589;0,0;1,0;0,2
225;1,0;0,8339102536439896;0,1;0,37139375209808356;0,0;1,0;0,2
226;0,9872716784477235;0,8381044954061508;0,0;0,37009112834930424;0,0;1,0;1,0
227;0,7765523314476014;0,8441924005746843;0,0;0,3796380996704102;0,0;1,0;1,0
228;0,7850932657718658;0,8205703943967818;0,8;0,5019264698028565;0,0;1,0;1,0
229;0,8922750532627106;0,8614859998226165;0,8;0,6130745887756348;0,0;1,0;1,0
230;1,0;0,9017755448818208;0,8;0,7688315391540527;0,0;1,0;1,0
231;1,0;0,9005008697509767;0,8;0,7697987079620361;0,0;1,0;1,0
232;1,0;0,8791751146316529;0,8;0,6387475013732911;0,0;1,0;1,0
233;1,0;0,8619048446416855;0,9;0,5080043554306031;0,0;1,0;1,0
234;1,0;0,8571452975273133;0,9;0,4004679441452026;0,0;1,0;1,0
235;1,0;0,7912866562604906;0,9;0,3215116739273072;0,0;1,0;1,0
236;1,0;0,769088464975357;0,9;0,27067539691925047;0,0;1,0;1,0
