file;part;no_columns;no_rows;size;std;rel_size;rel_std;prod_size_std;ul_corner;ur_corner;ll_corner;lr_corner
Wind_FLH;1;1831,0;634,0;577648,0;847,9491508688837;1,0;1,0;1,0;1,0;7,38905609893065;0,1353352832366127;1,0
Solar_FLH;1;1831,0;634,0;577648,0;51,157918858915075;1,0;0,06033135218838788;0,06033135218838788;0,39075729219333066;2,887327553082756;0,3463410304564562;2,5591333034042036
