Name;Fueltype;Technology;Set;Country;inst-cap;Duration;YearCommissioned;Retrofit;Latitude;Longitude;File;projectID;Type
Sandreuth;Natural Gas;CCGT;CHP;Germany;150,0;0,0;2005,0;2005,0;49,438611;11,060556;;{u'OPSD': [u'BNA0743', u'BNA0742'], u'ENTSOE': [u'11WD2SRKW000345J'], u'CARMA': [u'CARMA39433']};Gas
Suomenojan voimalaitos;Hard Coal;Steam Turbine;PP;Finland;358,0;0,0;;;60,149125;24,718365;EnergyAuthority;{u'OPSD': [u'OEU1394'], u'ENTSOE': [u'44W-T-YT-000010P'], u'CARMA': [u'CARMA43812']};Coal
Zermeiggern;Hydro;Pumped Storage;Store;Switzerland;74,0;0,0;1966,0;1966,0;46,0823690569;7,956505431699999;BFE;{u'OPSD': [u'OEU798'], u'GEO': [u'GEO45464'], u'CARMA': [u'CARMA50975']};PumSt
Al;Natural Gas;CCGT;PP;Netherlands;117,0;0,0;;;52,38811;5,2154;Tennet_Q2;{u'OPSD': [u'OEU0', u'OEU1'], u'GEO': [u'GEO44530'], u'CARMA': [u'CARMA49949']};Gas
Willem alexander;Hard Coal;Steam Turbine;PP;Netherlands;249,0;0,0;;;51,22402;5,97085;Tennet_Q4;{u'OPSD': [u'OEU70'], u'GEO': [u'GEO41985'], u'CARMA': [u'CARMA49721']};Coal
Gersteinwerk;Hard Coal;Steam Turbine;PP;Germany;614,0;0,0;1984,0;1984,0;51,672453;7,709947;;{u'OPSD': [u'BNA1046a'], u'GEO': [u'GEO44437'], u'CARMA': [u'CARMA49273']};Coal
Salzburg mitte;Natural Gas;CCGT;CHP;Austria;83,66;0,0;2001,0;2001,0;47,80929;13,03819;https://www.salzburg-ag.at/herkunft/unsere-kraftwerke/heizkraftwerk-salzburg-mitte-2604/;{u'OPSD': [u'OEU5694'], u'GEO': [u'GEO45179'], u'CARMA': [u'CARMA38973']};Gas
Saltend *;Natural Gas;CCGT;PP;United Kingdom;1200,0;0,0;2000,0;2000,0;53,734801879547994;-0,24341583251952997;GOV;{u'OPSD': [u'OEU5164'], u'GEO': [u'GEO5231'], u'CARMA': [u'CARMA38914']};Gas
Ld;Natural Gas;CCGT;PP;Netherlands;83,0;0,0;2004,0;2004,0;52,16385;4,4941900000000015;Tennet_Q4;{u'OPSD': [u'OEU50'], u'GEO': [u'GEO45076'], u'CARMA': [u'CARMA24872']};Gas
Langage;Natural Gas;CCGT;PP;United Kingdom;905,0;0,0;2010,0;2010,0;50,388299;-4,010897;GOV;{u'OPSD': [u'OEU5142'], u'GEO': [u'GEO3998'], u'CARMA': [u'CARMA24384']};Gas
Kilroot;Hard Coal;Steam Turbine;PP;United Kingdom;520,0;0,0;1981,0;1981,0;54,725074;-5,767628;GOV;{u'OPSD': [u'OEU5127'], u'GEO': [u'GEO3850'], u'CARMA': [u'CARMA22124']};Coal
Killingholme;Natural Gas;OCGT;PP;United Kingdom;600,0;0,0;1993,0;1993,0;53,659282;-0,25521900000000003;GOV;{u'OPSD': [u'OEU5356'], u'GEO': [u'GEO3848', u'GEO3849'], u'CARMA': [u'CARMA22110']};Gas
Ijmond;Natural Gas;CCGT;PP;Netherlands;144,0;0,0;;;52,47155;4,63473;Tennet_Q4;{u'OPSD': [u'OEU17'], u'GEO': [u'GEO44537'], u'CARMA': [u'CARMA19134', u'CARMA19133']};Gas
Ibbenbüren;Hard Coal;Steam Turbine;PP;Germany;794,0;0,0;1985,0;2009,0;52,28881179;7,747906179;;{u'OPSD': [u'BNA0493'], u'GEO': [u'GEO44468'], u'CARMA': [u'CARMA19019']};Coal
Ucml;Natural Gas;CCGT;PP;Netherlands;79,0;0,0;;;51,95861;4,02609;Tennet_Q2;{u'OPSD': [u'OEU69'], u'GEO': [u'GEO44527'], u'CARMA': [u'CARMA26390']};Gas
Marchwood;Natural Gas;CCGT;PP;United Kingdom;842,0;0,0;2009,0;2009,0;50,899567;-1,43809;GOV;{u'OPSD': [u'OEU5203'], u'GEO': [u'GEO44589'], u'CARMA': [u'CARMA27173']};Gas
Ratcliffe;Hard Coal;Steam Turbine;PP;United Kingdom;2000,0;0,0;1968,0;1968,0;52,86524100000001;-1,254127;GOV;{u'OPSD': [u'OEU5352'], u'GEO': [u'GEO5024'], u'CARMA': [u'CARMA36730']};Coal
Pu;Natural Gas;CCGT;PP;Netherlands;67,0;0,0;;;52,51608;4,99524;Tennet_Q3;{u'OPSD': [u'OEU63'], u'GEO': [u'GEO44536'], u'CARMA': [u'CARMA36093']};Gas
Nuevo;Hard Coal;Steam Turbine;PP;Spain;299,76;0,0;1980,0;1980,0;38,111133;-4,934664;SEDE;{u'OPSD': [u'OEU4849'], u'GEO': [u'GEO43834'], u'CARMA': [u'CARMA35937']};Coal
Peterborough;Natural Gas;CCGT;PP;United Kingdom;240,0;0,0;1993,0;1993,0;52,57690600000001;-0,204006;GOV;{u'OPSD': [u'OEU5143'], u'GEO': [u'GEO4764'], u'CARMA': [u'CARMA34330', u'CARMA34327', u'CARMA34329', u'CARMA64303']};Gas
Süd;Natural Gas;CCGT;CHP;Germany;651,9;0,0;1980,0;2004,0;48,1351253;11,5819806;;{u'OPSD': [u'BNA0683a', u'BNA0683c', u'BNA0684a', u'BNA0684b', u'BNA0684c', u'BNA0683b'], u'GEO': [u'GEO44307'], u'CARMA': [u'CARMA29846']};Gas
Nord;Hard Coal;Steam Turbine;CHP;Germany;332,7;0,0;1991,0;1991,0;48,180506;11,639612;;{u'OPSD': [u'BNA0969b'], u'GEO': [u'GEO44308'], u'CARMA': [u'CARMA29845']};Coal
Merwedekanaal;Natural Gas;CCGT;PP;Netherlands;227,0;0,0;;;52,10156;5,07981;Tennet_Q2;{u'OPSD': [u'OEU22'], u'GEO': [u'GEO44504'], u'CARMA': [u'CARMA28144']};Gas
Provence;Hard Coal;Steam Turbine;PP;France;595,0;0,0;1984,0;1984,0;46,46883;5,48957;RTE;{u'OPSD': [u'OEU78'], u'ENTSOE': [u'17W100P100P03469'], u'CARMA': [u'CARMA35847']};Coal
Gennevilliers;Natural Gas;NaN;PP;France;203,0;0,0;;;48,93699;2,2614400000000003;RTE;{u'OPSD': [u'OEU103'], u'ENTSOE': [u'17W100P100P02667'], u'CARMA': [u'CARMA14909']};Gas
Gkh;Hard Coal;Steam Turbine;CHP;Germany;272,0;0,0;1989,0;1989,0;52,42;9,648611;;{u'OPSD': [u'BNA0420', u'BNA0421'], u'ENTSOE': [u'11WD2HANN5C----0'], u'CARMA': [u'CARMA16816']};Coal
Hafen;Hard Coal;Steam Turbine;PP;Germany;303,0;0,0;1979,0;1979,0;53,124861;8,728657;;{u'OPSD': [u'BNA0146'], u'ENTSOE': [u'11WD2BHAF000272F'], u'CARMA': [u'CARMA16476']};Coal
Maria garona;Nuclear;Steam Turbine;PP;Spain;455,29;0,0;1971,0;1971,0;42,774247;-3,207318;SEDE;{u'OPSD': [u'OEU5069'], u'ENTSOE': [u'18WGAR1-12345-08'], u'CARMA': [u'CARMA14672']};Nuclear
Farge;Hard Coal;Steam Turbine;PP;Germany;350,0;0,0;1969,0;2007,0;53,20206653;8,516153926;;{u'OPSD': [u'BNA0147'], u'ENTSOE': [u'11WD2FARK000287K'], u'CARMA': [u'CARMA13152']};Coal
Ensdorf;Hard Coal;Steam Turbine;PP;Germany;389,0;0,0;1963,0;2002,0;49,293248;6,770936999999999;;{u'OPSD': [u'BNA0253', u'BNA0252'], u'ENTSOE': [u'11WD7ENSD5SKW3-E', u'11WD7ENSD2SKW1-4'], u'CARMA': [u'CARMA12524']};Coal
