Country;Duration;File;Fueltype;Latitude;Longitude;Name;Prob;Retrofit;Set;Technology;Type;YearCommissioned;inst-cap;projectID;Year;year_mu;year_stdev
;;;;48,325;11,866666666666667;Solar_6001;0,983492902732063;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,94583333333333;10,791666666666666;Solar_6002;0,983499570618367;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,1;12,629166666666666;Solar_6003;0,98350200538936;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,1125;10,858333333333334;Solar_6004;0,983505392813418;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,61666666666667;10,75;Solar_6005;0,983514138826643;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,6625;9,916666666666666;Solar_6006;0,983518953092254;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,9625;9,991666666666667;Solar_6007;0,983525468302957;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,55833333333333;11,1375;Solar_6008;0,983529188267615;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;49,0625;10,170833333333333;Solar_6009;0,983532198897097;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,69583333333333;11,591666666666667;Solar_6010;0,983533647094604;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,49583333333333;9,408333333333333;Solar_6011;0,983538649127815;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,40833333333333;10,479166666666666;Solar_6012;0,983545184040968;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,77916666666667;11,7125;Solar_6013;0,983555264559608;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;48,108333333333334;11,6125;Solar_6014;0,983555378806862;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,0375;11,045833333333334;Solar_6015;0,983563561689419;;;Solar;Solar;;5,0;;2013,0;2009,0;2,0
;;;;48,05833333333333;11,275;Solar_6016;0,983570685180193;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,025;11,975;Solar_6017;0,983573504042193;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,7125;11,85;Solar_6018;0,983575697184153;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,95;11,5;Solar_6019;0,983576770672345;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,19166666666667;12,604166666666666;Solar_6020;0,983581921612655;;;Solar;Solar;;5,0;;2014,0;2009,0;2,0
;;;;49,075;10,604166666666666;Solar_6021;0,983585645061799;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,3625;11,983333333333334;Solar_6022;0,983588797646921;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,32083333333333;12,429166666666667;Solar_6023;0,98359040405035;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,766666666666666;11,604166666666666;Solar_6024;0,983591956992944;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,74583333333333;12,908333333333333;Solar_6025;0,983605216136494;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,25416666666666;11,8125;Solar_6026;0,983605710559063;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,55;10,295833333333333;Solar_6027;0,983605773034905;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,0375;11,566666666666666;Solar_6028;0,983608079406016;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,99583333333333;12,691666666666666;Solar_6029;0,983610253305521;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,045833333333334;11,5125;Solar_6030;0,98362808510729;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,8;9,870833333333334;Solar_6031;0,983633174406023;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,93333333333333;11,483333333333334;Solar_6032;0,983634859660685;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,2375;11,291666666666666;Solar_6033;0,983636776951451;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,0125;10,170833333333333;Solar_6034;0,983638486631257;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,15;9,4875;Solar_6035;0,983642496499533;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,09166666666667;11,641666666666666;Solar_6036;0,983649359855684;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,77916666666667;9,4375;Solar_6037;0,983650670207858;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,208333333333336;9,604166666666666;Solar_6038;0,983651199179582;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,9;10,345833333333333;Solar_6039;0,983653629887769;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,06666666666667;10,020833333333334;Solar_6040;0,983663576375959;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,704166666666666;9,541666666666666;Solar_6041;0,983665118209956;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,49166666666667;12,591666666666667;Solar_6042;0,983671484584212;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,525;12,370833333333334;Solar_6043;0,983677333365438;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,704166666666666;10,783333333333333;Solar_6044;0,983678905121488;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,11666666666667;10,841666666666667;Solar_6045;0,983681103575314;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,041666666666664;10,5;Solar_6046;0,983682309719616;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,104166666666664;11,35;Solar_6047;0,983691555960375;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,1875;11,645833333333334;Solar_6048;0,983702274433386;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,50833333333333;10,004166666666666;Solar_6049;0,983707081141072;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,55416666666667;13,020833333333334;Solar_6050;0,983711788736845;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,69166666666666;11,791666666666666;Solar_6051;0,983715162540315;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,18333333333333;9,375;Solar_6052;0,9837168037464;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,25;10,575;Solar_6053;0,983721145018344;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,87916666666666;11,145833333333334;Solar_6054;0,983724001234385;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,15416666666667;10,195833333333333;Solar_6055;0,983726071816267;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,575;13,658333333333333;Solar_6056;0,983729827082851;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,69583333333333;13,529166666666667;Solar_6057;0,983732066522617;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,729166666666664;10,7875;Solar_6058;0,983734253372964;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,62916666666666;13,375;Solar_6059;0,983736352656767;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,833333333333336;12,795833333333334;Solar_6060;0,983737638060317;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,733333333333334;12,691666666666666;Solar_6061;0,983740682892936;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,88333333333333;12,291666666666666;Solar_6062;0,98374466884756;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,675;9,4375;Solar_6063;0,983745351478643;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,725;10,383333333333333;Solar_6064;0,983751998762824;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,17916666666667;12,2;Solar_6065;0,983752331298787;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,42916666666667;11,7;Solar_6066;0,983753816090911;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,166666666666664;9,6;Solar_6067;0,983756303264655;;;Solar;Solar;;5,0;;2013,0;2009,0;2,0
;;;;48,604166666666664;9,866666666666667;Solar_6068;0,983757886051831;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,6875;9,845833333333333;Solar_6069;0,983763820964461;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,958333333333336;12,708333333333334;Solar_6070;0,983764637902707;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,75833333333333;9,658333333333333;Solar_6071;0,983766881777728;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,9625;9,604166666666666;Solar_6072;0,983768082798773;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,3625;12,2125;Solar_6073;0,98377093287283;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,24583333333333;10,145833333333334;Solar_6074;0,983776733844492;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,954166666666666;11,883333333333333;Solar_6075;0,983777524370635;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,7375;9,441666666666666;Solar_6076;0,983780025323042;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,454166666666666;10,025;Solar_6077;0,983784531373748;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,21666666666667;9,725;Solar_6078;0,983785933806652;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,7625;9,420833333333333;Solar_6079;0,983786854825862;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,50416666666666;11,445833333333333;Solar_6080;0,983796043592508;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;49,166666666666664;10,391666666666666;Solar_6081;0,983800130591823;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,88333333333333;11,866666666666667;Solar_6082;0,98380444543874;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,2375;9,466666666666667;Solar_6083;0,983805096661939;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,05;9,983333333333333;Solar_6084;0,983806961577632;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,34166666666667;12,8875;Solar_6085;0,983817264893954;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,7125;9,479166666666666;Solar_6086;0,983821888648977;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,975;10,358333333333333;Solar_6087;0,983826930418598;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,75;11,195833333333333;Solar_6088;0,98383153757747;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,80833333333333;11,929166666666667;Solar_6089;0,983833005466457;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,3375;11,733333333333334;Solar_6090;0,983845029781568;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,6625;11,2375;Solar_6091;0,983850043708065;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,78333333333333;9,516666666666667;Solar_6092;0,98385015817105;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,608333333333334;10,5875;Solar_6093;0,983853409834409;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,43333333333333;12,525;Solar_6094;0,983858663729283;;;Solar;Solar;;5,0;;2003,0;2009,0;2,0
;;;;47,954166666666666;10,716666666666667;Solar_6095;0,983863755850488;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;49,0375;12,925;Solar_6096;0,983864063881514;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,77916666666667;11,641666666666666;Solar_6097;0,983865306573896;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,733333333333334;13,5875;Solar_6098;0,983867677409473;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;49,09583333333333;10,2125;Solar_6099;0,983874853999711;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,8125;10,683333333333334;Solar_6100;0,983875850984585;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,6875;11,345833333333333;Solar_6101;0,983877039600163;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;49,145833333333336;11,070833333333333;Solar_6102;0,983879429541243;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,975;9,454166666666667;Solar_6103;0,983887246802775;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,295833333333334;9,9125;Solar_6104;0,983888484550704;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,18333333333333;12,845833333333333;Solar_6105;0,983894137806396;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,82083333333333;10,175;Solar_6106;0,983894349028924;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,53333333333333;10,3;Solar_6107;0,983895644095302;;;Solar;Solar;;5,0;;2016,0;2009,0;2,0
;;;;49,06666666666666;11,65;Solar_6108;0,983898029446321;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,9875;10,9875;Solar_6109;0,983900180460357;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,65;11,520833333333334;Solar_6110;0,983919415701832;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,9625;9,633333333333333;Solar_6111;0,983924816382075;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,99583333333333;10,520833333333334;Solar_6112;0,983928758740592;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,7;9,783333333333333;Solar_6113;0,98393334613047;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,975;10,391666666666666;Solar_6114;0,983937624699686;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,895833333333336;9,866666666666667;Solar_6115;0,983938360621762;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,57083333333333;11,329166666666666;Solar_6116;0,983946677906326;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,916666666666664;10,0;Solar_6117;0,983948593063525;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,0875;12,408333333333333;Solar_6118;0,983953860765284;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,666666666666664;9,866666666666667;Solar_6119;0,98395745380012;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,44166666666666;10,3375;Solar_6120;0,983962785995415;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,43333333333333;12,016666666666666;Solar_6121;0,98396881656192;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,4125;11,979166666666666;Solar_6122;0,983970507137146;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,05416666666667;10,520833333333334;Solar_6123;0,983977779388687;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,95;10,329166666666666;Solar_6124;0,983979068690033;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,4875;11,358333333333334;Solar_6125;0,983980578791645;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,88333333333333;9,520833333333334;Solar_6126;0,983982303337639;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;49,18333333333333;11,533333333333333;Solar_6127;0,983985662701396;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;49,225;9,479166666666666;Solar_6128;0,983985966344104;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,32083333333333;13,308333333333334;Solar_6129;0,983986745151353;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,85;10,108333333333333;Solar_6130;0,983990103241211;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,57083333333333;12,108333333333334;Solar_6131;0,983991965078454;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,80416666666667;9,675;Solar_6132;0,983992476456238;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,37083333333333;12,004166666666666;Solar_6133;0,98399621346758;;;Solar;Solar;;5,0;;2013,0;2009,0;2,0
;;;;48,6375;11,429166666666667;Solar_6134;0,983998683073981;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,3375;9,441666666666666;Solar_6135;0,98402121650196;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,17916666666667;12,783333333333333;Solar_6136;0,98402161572131;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,2375;12,625;Solar_6137;0,984029403853447;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,99166666666667;11,375;Solar_6138;0,984035678011177;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,68333333333333;13,108333333333334;Solar_6139;0,984036419710131;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,55416666666667;12,370833333333334;Solar_6140;0,984037239395106;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,483333333333334;10,0;Solar_6141;0,984038592979059;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,6;9,4875;Solar_6142;0,984043207995318;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;48,858333333333334;13,395833333333332;Solar_6143;0,984044515496792;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,875;10,966666666666667;Solar_6144;0,984045952823663;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,69583333333333;9,6375;Solar_6145;0,984046706837939;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,795833333333334;9,9375;Solar_6146;0,984064264170038;;;Solar;Solar;;5,0;;2013,0;2009,0;2,0
;;;;48,19166666666667;10,258333333333333;Solar_6147;0,984066164026264;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;47,641666666666666;9,541666666666666;Solar_6148;0,984069112700341;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,041666666666664;9,891666666666666;Solar_6149;0,984071634706789;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,233333333333334;9,45;Solar_6150;0,984073255658827;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,56666666666666;11,904166666666667;Solar_6151;0,984075858330357;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,291666666666664;12,2125;Solar_6152;0,984092104625569;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,891666666666666;10,091666666666667;Solar_6153;0,984096229773787;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,145833333333336;11,583333333333334;Solar_6154;0,984099978962138;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;49,229166666666664;11,516666666666666;Solar_6155;0,984103445139227;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,5875;10,541666666666666;Solar_6156;0,984105145302812;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,96666666666667;11,054166666666667;Solar_6157;0,984111328886443;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,85;13,370833333333334;Solar_6158;0,984112932733878;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,8125;11,645833333333334;Solar_6159;0,984115126452458;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,175;12,095833333333333;Solar_6160;0,984119193692336;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,416666666666664;13,258333333333333;Solar_6161;0,984126646001307;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,7875;11,429166666666667;Solar_6162;0,984128067322612;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,275;12,795833333333334;Solar_6163;0,984129549747298;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,6375;12,691666666666666;Solar_6164;0,984130053731731;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,916666666666664;10,170833333333333;Solar_6165;0,98413529160187;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,87083333333333;9,808333333333334;Solar_6166;0,984135759665537;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,775;11,441666666666666;Solar_6167;0,984136478522204;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,833333333333336;10,2625;Solar_6168;0,984142160973238;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,55416666666667;11,675;Solar_6169;0,984148920589202;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,8375;12,795833333333334;Solar_6170;0,984151754421851;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,46666666666667;11,679166666666667;Solar_6171;0,984152178814062;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;49,05416666666667;10,45;Solar_6172;0,984155073578171;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,44583333333333;13,4;Solar_6173;0,984157057152256;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,86666666666667;11,9375;Solar_6174;0,984168078437354;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,24583333333333;11,533333333333333;Solar_6175;0,984172358594015;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,725;12,9375;Solar_6176;0,984174802110921;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,68333333333333;11,341666666666667;Solar_6177;0,984176461395602;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,479166666666664;9,566666666666666;Solar_6178;0,984179647423174;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,608333333333334;10,079166666666666;Solar_6179;0,984198039127536;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,266666666666666;12,5;Solar_6180;0,984200665646465;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;49,045833333333334;10,2375;Solar_6181;0,98420179621526;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;47,8;12,591666666666667;Solar_6182;0,984204403351692;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,86666666666667;11,991666666666667;Solar_6183;0,984205186915616;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,25;11,958333333333334;Solar_6184;0,984207571177317;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,675;9,716666666666667;Solar_6185;0,984209679631843;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;49,12916666666666;10,458333333333334;Solar_6186;0,984212374635669;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;49,11666666666667;9,595833333333333;Solar_6187;0,984213054293396;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,954166666666666;10,525;Solar_6188;0,984216339004733;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,40416666666667;10,858333333333334;Solar_6189;0,98423047153526;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,65416666666667;9,820833333333333;Solar_6190;0,984233733106082;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,78333333333333;9,995833333333334;Solar_6191;0,984236469904084;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,175;11,975;Solar_6192;0,984240948817535;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,40833333333333;12,845833333333333;Solar_6193;0,984241500333657;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,4;12,033333333333333;Solar_6194;0,984248998952901;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,06666666666666;11,575;Solar_6195;0,98425039006825;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,575;10,758333333333333;Solar_6196;0,984254653808777;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,8;9,458333333333334;Solar_6197;0,98425708264978;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,675;9,433333333333334;Solar_6198;0,984260962456702;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,69583333333333;11,908333333333333;Solar_6199;0,984266358261811;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,06666666666667;11,0125;Solar_6200;0,984267877500989;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,35;11,254166666666666;Solar_6201;0,984274029974626;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,975;10,929166666666667;Solar_6202;0,984277416182076;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,604166666666664;12,320833333333333;Solar_6203;0,984277426285283;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,9875;12,345833333333333;Solar_6204;0,984277812992154;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,6875;9,658333333333333;Solar_6205;0,984283242744474;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,47083333333333;10,504166666666666;Solar_6206;0,984283828689139;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,645833333333336;13,104166666666666;Solar_6207;0,984285065963643;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,6875;11,75;Solar_6208;0,984289443771464;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,954166666666666;10,45;Solar_6209;0,984291683954003;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,545833333333334;13,275;Solar_6210;0,984298560729393;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,00416666666667;10,858333333333334;Solar_6211;0,984305794468454;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,90833333333333;10,041666666666666;Solar_6212;0,984306701568574;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,2625;12,845833333333333;Solar_6213;0,984309813931142;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,0625;12,870833333333334;Solar_6214;0,984316224042103;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,63333333333333;11,008333333333333;Solar_6215;0,984319527017958;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,34583333333333;11,408333333333333;Solar_6216;0,984322823714156;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,325;10,366666666666667;Solar_6217;0,984322918445749;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,204166666666666;11,2;Solar_6218;0,98432436866252;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,1;10,391666666666666;Solar_6219;0,984326769918205;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,541666666666664;10,754166666666666;Solar_6220;0,984332779900288;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,8875;9,895833333333334;Solar_6221;0,984333263299879;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,8125;11,2375;Solar_6222;0,984334233400721;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
