Country;Duration;File;Fueltype;Latitude;Longitude;Name;Prob;Retrofit;Set;Technology;Type;YearCommissioned;inst-cap;projectID;Year;year_mu;year_stdev
;;;;48,28333333333333;12,679166666666667;Solar_3384;0,973366663375838;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,325;9,404166666666667;Solar_3385;0,973366934502145;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,65833333333333;12,466666666666667;Solar_3386;0,973369439617802;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,74166666666667;10,395833333333334;Solar_3387;0,973369445233277;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,083333333333336;9,979166666666666;Solar_3388;0,973372667535699;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,666666666666664;9,804166666666667;Solar_3389;0,973374367434489;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,90833333333333;11,233333333333334;Solar_3390;0,97338108376704;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,80416666666667;9,379166666666666;Solar_3391;0,973382219000237;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;49,05416666666667;12,883333333333333;Solar_3392;0,973384030736292;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,11666666666667;10,2625;Solar_3393;0,97339276731417;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,56666666666666;11,379166666666666;Solar_3394;0,973393660815302;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,604166666666664;11,083333333333334;Solar_3395;0,973394051304726;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,233333333333334;10,233333333333333;Solar_3396;0,973398923193539;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,2375;12,495833333333334;Solar_3397;0,973402657171271;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,9;11,704166666666666;Solar_3398;0,973404892896381;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,8375;10,6125;Solar_3399;0,973405143268045;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,24166666666667;12,2625;Solar_3400;0,973416477099811;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,81666666666667;11,0875;Solar_3401;0,973424999017938;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,354166666666664;10,004166666666666;Solar_3402;0,97343198580543;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,4375;10,695833333333333;Solar_3403;0,973433626404142;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,675;11,879166666666666;Solar_3404;0,973438070663231;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;48,82083333333333;11,825;Solar_3405;0,973441202877871;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,025;10,133333333333333;Solar_3406;0,973443849756604;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,85;13,4;Solar_3407;0,973449542668347;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,875;10,1375;Solar_3408;0,973452811145365;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,483333333333334;10,1625;Solar_3409;0,973456089145686;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,9125;11,9875;Solar_3410;0,973458971546286;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;48,416666666666664;12,7625;Solar_3411;0,973461352501081;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,0;10,779166666666667;Solar_3412;0,973469537772642;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;49,07083333333333;10,470833333333333;Solar_3413;0,973472949049035;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,34583333333333;11,65;Solar_3414;0,973478265637091;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,24166666666667;12,016666666666666;Solar_3415;0,973480656454961;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,895833333333336;12,533333333333333;Solar_3416;0,973484408346053;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,86666666666667;10,445833333333333;Solar_3417;0,97348597288541;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,94583333333333;10,954166666666666;Solar_3418;0,973488555167393;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,71666666666667;12,05;Solar_3419;0,973489676678276;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,62083333333333;12,825;Solar_3420;0,973505453341941;;;Solar;Solar;;5,0;;2014,0;2009,0;2,0
;;;;48,43333333333333;11,745833333333334;Solar_3421;0,973509273302203;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,916666666666664;10,375;Solar_3422;0,97351023642697;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,983333333333334;10,3375;Solar_3423;0,97351630153435;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;47,8;9,904166666666667;Solar_3424;0,973518058554877;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,525;9,891666666666666;Solar_3425;0,973520650446257;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,1625;11,604166666666666;Solar_3426;0,97352071646727;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,579166666666666;13,05;Solar_3427;0,973524263470653;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;49,18333333333333;9,9625;Solar_3428;0,973526340672091;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,90833333333333;10,875;Solar_3429;0,973540820726719;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,75;10,608333333333334;Solar_3430;0,97354215318272;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,954166666666666;10,4875;Solar_3431;0,973558137610923;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,74583333333333;10,141666666666666;Solar_3432;0,97355977830193;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,266666666666666;9,716666666666667;Solar_3433;0,973568855479875;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,21666666666667;10,283333333333333;Solar_3434;0,973570452516626;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,925;11,845833333333333;Solar_3435;0,973571251767919;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,57083333333333;10,354166666666666;Solar_3436;0,973572868064443;;;Solar;Solar;;5,0;;2013,0;2009,0;2,0
;;;;48,079166666666666;10,504166666666666;Solar_3437;0,973573166960062;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;49,13333333333333;11,845833333333333;Solar_3438;0,97357961877934;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,604166666666664;9,5125;Solar_3439;0,973581975397533;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,5625;11,1375;Solar_3440;0,973582375349866;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,62916666666666;13,158333333333333;Solar_3441;0,973582904809775;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,708333333333336;9,770833333333334;Solar_3442;0,973595473959079;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,25833333333333;11,866666666666667;Solar_3443;0,973597175549821;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,97083333333333;10,3625;Solar_3444;0,973604826332639;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,63333333333333;13,095833333333333;Solar_3445;0,973606099719576;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,71666666666667;12,866666666666667;Solar_3446;0,97360818543195;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,53333333333333;11,108333333333334;Solar_3447;0,97360984257775;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,95;12,8;Solar_3448;0,973613082560719;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,94583333333333;12,841666666666667;Solar_3449;0,973626210531315;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,733333333333334;12,3;Solar_3450;0,973626909062055;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;49,17916666666667;12,679166666666667;Solar_3451;0,973627669496985;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,229166666666664;10,183333333333334;Solar_3452;0,973632544564277;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,8;11,041666666666666;Solar_3453;0,973632967095094;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,90416666666667;11,995833333333334;Solar_3454;0,97363788708262;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,858333333333334;12,879166666666666;Solar_3455;0,973644511263233;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,57083333333333;10,9625;Solar_3456;0,973649089420931;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,925;12,633333333333333;Solar_3457;0,97365144042105;;;Solar;Solar;;5,0;;2013,0;2009,0;2,0
;;;;49,170833333333334;12,845833333333333;Solar_3458;0,973655021129214;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,05;12,079166666666666;Solar_3459;0,973658232728615;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,97083333333333;12,354166666666666;Solar_3460;0,97365880728985;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;49,24166666666667;11,591666666666667;Solar_3461;0,973661711028822;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,958333333333336;9,583333333333334;Solar_3462;0,973662621816163;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,65;11,458333333333334;Solar_3463;0,973663167350825;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;49,125;11,954166666666666;Solar_3464;0,973667114500357;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,983333333333334;12,570833333333333;Solar_3465;0,973668012380768;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;47,975;11,970833333333333;Solar_3466;0,973668573104049;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,108333333333334;11,720833333333333;Solar_3467;0,973672745645623;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,675;12,4125;Solar_3468;0,973679721691673;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,458333333333336;10,741666666666667;Solar_3469;0,97368065455862;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,833333333333336;12,220833333333333;Solar_3470;0,973683326247541;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,291666666666664;12,958333333333334;Solar_3471;0,973683845179659;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,766666666666666;12,358333333333334;Solar_3472;0,973684360541147;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,96666666666667;10,158333333333333;Solar_3473;0,973685658621527;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,458333333333336;12,5125;Solar_3474;0,973687059425993;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,82083333333333;13,054166666666667;Solar_3475;0,973688291253601;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,97083333333333;12,295833333333334;Solar_3476;0,973689979907048;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,7125;10,816666666666666;Solar_3477;0,973690661551129;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,15416666666667;9,758333333333333;Solar_3478;0,973697441387388;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,40833333333333;11,316666666666666;Solar_3479;0,973698913188858;;;Solar;Solar;;5,0;;2003,0;2009,0;2,0
;;;;48,8875;10,6875;Solar_3480;0,973701530903082;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,81666666666666;9,554166666666667;Solar_3481;0,973702167733956;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,2125;10,741666666666667;Solar_3482;0,97370323433881;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,35;11,229166666666666;Solar_3483;0,973706024573805;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,65833333333333;10,383333333333333;Solar_3484;0,973708279635864;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;49,016666666666666;13,158333333333333;Solar_3485;0,973709011082851;;;Solar;Solar;;5,0;;2016,0;2009,0;2,0
;;;;48,40416666666667;12,195833333333333;Solar_3486;0,97370985235798;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,1;12,558333333333334;Solar_3487;0,973716601876957;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,475;10,85;Solar_3488;0,973719666035642;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,229166666666664;9,795833333333333;Solar_3489;0,973723673151446;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,75833333333333;12,479166666666666;Solar_3490;0,973726950996813;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,225;12,595833333333333;Solar_3491;0,973731715237924;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,516666666666666;10,25;Solar_3492;0,973733529093668;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,4875;12,3;Solar_3493;0,97373362055826;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,72083333333333;12,941666666666666;Solar_3494;0,973734647087501;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,78333333333333;9,5625;Solar_3495;0,973736368906326;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;47,96666666666667;11,916666666666666;Solar_3496;0,973741362566654;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,795833333333334;10,691666666666666;Solar_3497;0,97374665592991;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,62916666666666;9,454166666666667;Solar_3498;0,973747721660673;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,641666666666666;11,245833333333334;Solar_3499;0,973753470254506;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,641666666666666;12,470833333333333;Solar_3500;0,97375366249493;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,0625;10,183333333333334;Solar_3501;0,973763398607903;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,30833333333333;9,616666666666667;Solar_3502;0,973770436967081;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,80833333333333;12,708333333333334;Solar_3503;0,973774190995408;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,954166666666666;11,291666666666666;Solar_3504;0,97378470112557;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,8125;11,666666666666666;Solar_3505;0,973787145208245;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,895833333333336;11,666666666666666;Solar_3506;0,97378837972595;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,675;10,395833333333334;Solar_3507;0,973793262901746;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,958333333333336;10,9375;Solar_3508;0,9737995617029;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,575;11,266666666666666;Solar_3509;0,973801044583293;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,62083333333333;9,625;Solar_3510;0,973806959838281;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,75833333333333;11,7;Solar_3511;0,973810357207098;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,80833333333333;11,920833333333334;Solar_3512;0,973813248862428;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,825;12,679166666666667;Solar_3513;0,97381650724264;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,983333333333334;9,4375;Solar_3514;0,973818184764484;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,916666666666664;10,366666666666667;Solar_3515;0,97382294855844;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,4125;9,458333333333334;Solar_3516;0,973823306649412;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,8375;10,820833333333333;Solar_3517;0,973826967809796;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,02916666666667;11,195833333333333;Solar_3518;0,973827005458506;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,42916666666667;9,3875;Solar_3519;0,973830622113369;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,72083333333333;12,266666666666666;Solar_3520;0,973835244416851;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,3;11,570833333333333;Solar_3521;0,97384025679551;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,829166666666666;13,4875;Solar_3522;0,973853762674727;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,93333333333333;10,75;Solar_3523;0,973854390462574;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,42916666666667;10,0625;Solar_3524;0,973856511337869;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;47,7375;11,845833333333333;Solar_3525;0,973859674877158;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,541666666666664;10,466666666666667;Solar_3526;0,973869220800792;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,791666666666664;12,708333333333334;Solar_3527;0,973871585602716;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,74166666666667;9,733333333333333;Solar_3528;0,973871653121838;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,604166666666664;11,170833333333334;Solar_3529;0,973872250977504;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,90416666666667;11,7;Solar_3530;0,973872631103209;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,7;12,829166666666666;Solar_3531;0,973877155817511;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,2875;10,854166666666666;Solar_3532;0,973880620593491;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,175;11,066666666666666;Solar_3533;0,973897709500959;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,5375;9,966666666666667;Solar_3534;0,973903625527503;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,920833333333334;11,883333333333333;Solar_3535;0,973904439792625;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,69583333333333;11,75;Solar_3536;0,973905098701154;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,65416666666667;12,5375;Solar_3537;0,973905500837123;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,291666666666664;10,9;Solar_3538;0,973906112349203;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;49,0875;9,6625;Solar_3539;0,973910052811375;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,6375;12,075;Solar_3540;0,97391101616776;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,675;12,5625;Solar_3541;0,973913187517381;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,55416666666667;11,2;Solar_3542;0,973915127795263;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,36666666666667;12,154166666666667;Solar_3543;0,973917412485564;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,425;11,2375;Solar_3544;0,973921320136718;;;Solar;Solar;;5,0;;2013,0;2009,0;2,0
;;;;47,725;10,8875;Solar_3545;0,973923183440092;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,95;10,945833333333333;Solar_3546;0,973930573054724;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,891666666666666;9,879166666666666;Solar_3547;0,97393851580646;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,625;10,208333333333334;Solar_3548;0,973942783101764;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,75833333333333;12,508333333333333;Solar_3549;0,973943609878227;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;48,62916666666666;12,120833333333334;Solar_3550;0,973952728480799;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,75416666666666;10,229166666666666;Solar_3551;0,973956010352509;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,27916666666667;11,670833333333334;Solar_3552;0,973962515520598;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,57083333333333;11,983333333333334;Solar_3553;0,973963017283783;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,50416666666666;10,625;Solar_3554;0,973963557261051;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,041666666666664;12,025;Solar_3555;0,973964122417538;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,45;13,016666666666666;Solar_3556;0,97396560817043;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,725;9,4;Solar_3557;0,973965614144572;;;Solar;Solar;;5,0;;2011,0;2009,0;2,0
;;;;47,7125;9,379166666666666;Solar_3558;0,97397159377953;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,145833333333336;11,504166666666666;Solar_3559;0,973978972180648;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,145833333333336;11,825;Solar_3560;0,973987784608804;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,9375;9,833333333333334;Solar_3561;0,973988382293032;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;48,358333333333334;9,804166666666667;Solar_3562;0,973990144205659;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,7125;12,754166666666666;Solar_3563;0,973991806286592;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,854166666666664;10,825;Solar_3564;0,97400918568656;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,295833333333334;12,220833333333333;Solar_3565;0,974015679065184;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,770833333333336;12,883333333333333;Solar_3566;0,974022189710275;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;49,0625;11,541666666666666;Solar_3567;0,974023796589146;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,80833333333333;10,195833333333333;Solar_3568;0,974024120480944;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,708333333333336;10,516666666666666;Solar_3569;0,974025291976919;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;49,09583333333333;12,745833333333334;Solar_3570;0,974027873936597;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;49,2375;10,766666666666666;Solar_3571;0,974028056976943;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,1125;12,541666666666666;Solar_3572;0,974031815476804;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,34583333333333;12,345833333333333;Solar_3573;0,974033105194278;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;47,75416666666667;9,375;Solar_3574;0,974034283869136;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;47,975;11,875;Solar_3575;0,974039688281686;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,725;11,183333333333334;Solar_3576;0,97404202123151;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,61666666666667;12,316666666666666;Solar_3577;0,974052571473231;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,80833333333333;12,616666666666667;Solar_3578;0,974054252933998;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,791666666666664;9,825;Solar_3579;0,974062929564108;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,525;9,7;Solar_3580;0,974066618988976;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;48,25;12,7625;Solar_3581;0,974073561109475;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,15833333333333;11,833333333333334;Solar_3582;0,974079394105873;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,30416666666667;12,120833333333334;Solar_3583;0,974081731644404;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,604166666666664;11,091666666666667;Solar_3584;0,974087490812462;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,35;11,425;Solar_3585;0,974088902175269;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,56666666666666;9,95;Solar_3586;0,974096610364522;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;48,925;9,391666666666667;Solar_3587;0,974099824207397;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;49,079166666666666;10,8875;Solar_3588;0,974103535973171;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;47,57083333333333;10,75;Solar_3589;0,974109912568634;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,5125;11,429166666666667;Solar_3590;0,974111615315565;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,854166666666664;11,233333333333334;Solar_3591;0,97411533376887;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;49,045833333333334;11,083333333333334;Solar_3592;0,974123974276748;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,920833333333334;11,345833333333333;Solar_3593;0,974124712140494;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;49,18333333333333;11,629166666666666;Solar_3594;0,974135846057776;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;49,0;11,7125;Solar_3595;0,974139717302716;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,96666666666667;12,645833333333334;Solar_3596;0,974142516537572;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,53333333333333;10,1;Solar_3597;0,974143089983773;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
;;;;48,15;11,4375;Solar_3598;0,974143422706563;;;Solar;Solar;;5,0;;2009,0;2009,0;2,0
;;;;48,50416666666666;11,195833333333333;Solar_3599;0,974146102008498;;;Solar;Solar;;5,0;;2005,0;2009,0;2,0
;;;;48,05416666666667;9,966666666666667;Solar_3600;0,974147845386417;;;Solar;Solar;;5,0;;2006,0;2009,0;2,0
;;;;47,99166666666667;12,0;Solar_3601;0,974150836134048;;;Solar;Solar;;5,0;;2004,0;2009,0;2,0
;;;;48,333333333333336;10,2;Solar_3602;0,974154924423076;;;Solar;Solar;;5,0;;2012,0;2009,0;2,0
;;;;48,3125;10,041666666666666;Solar_3603;0,974161781128969;;;Solar;Solar;;5,0;;2010,0;2009,0;2,0
;;;;48,96666666666667;10,2625;Solar_3604;0,974163328394616;;;Solar;Solar;;5,0;;2007,0;2009,0;2,0
;;;;48,5125;13,425;Solar_3605;0,974164396828321;;;Solar;Solar;;5,0;;2008,0;2009,0;2,0
