;CL00;CL01;CL02;CL03;CL04;CL05;CL06;CL07
134;688,4606843316952;492,55643096525904;1186,0221619849665;1385,0060835000004;423,842307731725;1059,730601184848;1999,5381604686486;795,8288829757014
135;706,2703257688704;504,7676571445262;1223,9431849167088;1379,9955650747547;431,9614577534162;1049,9001148172333;1966,5593568243635;814,6176771003426
136;772,7680905372287;548,8613618508851;1346,372672301899;1489,5753437808348;470,51861121292313;1137,2283090692536;2133,2552237901964;892,9368987366962
137;766,8677452141267;541,4797548287161;1328,9284157474976;1618,3105626759582;477,4066137952077;1265,3478934804623;2441,1874820056482;900,565233263823
138;711,1917640940076;498,2129541178174;1201,0311593061697;1642,5529610513809;452,5294647948258;1307,91797219729;2579,909529355325;843,185183414581
139;649,3813376530808;454,4562511734392;1051,614563319953;1645,5080128689854;422,029245266238;1329,1801252618409;2668,3043082361264;772,8485424401939
140;609,1631791250531;430,90983947907404;979,0000303594094;1563,7856193454331;396,37282321699803;1262,4108713686746;2533,703155610076;722,5765724289062
141;597,210587713742;428,06474601065145;970,0968661999894;1462,8640475958296;383,28422657019297;1165,8791707303976;2307,7681066812497;700,426354246643
142;540,7961714120232;383,14121220483713;890,6253198110087;1502,5619853098353;360,5335422670702;1238,5289600530825;2531,081084049563;659,6365670405185
143;556,4139482304015;396,4670501871796;919,6068316701451;1377,7157317108404;358,60320469108393;1111,7846548535665;2217,9425637583668;660,4796639645938
144;583,0969423059694;418,16053476995853;962,4592732143938;1303,8639204300187;364,9300038819188;1031,4683012250669;2006,8348421283652;675,8730015273605
145;603,505367127514;436,1044181683365;989,4193658451009;1227,02349264769;368,1097065937558;945,4056542552377;1784,5260274730229;683,0946045721162
146;640,330264265723;463,8158971495066;1045,3663343148269;1180,8137634145776;381,48818463305156;882,3530565204326;1605,1933058405077;709,6786243737247
147;643,495734874043;466,2663032568754;1051,038406486457;1163,4936908681902;381,9136518982174;862,1574184464608;1553,3828762537266;710,3998110382064
148;673,1190348488099;485,8658085308531;1110,9764490887985;1213,4299988829525;399,4394107963423;902,1984315484572;1630,8415194691436;746,8901972685153
149;725,6169338009828;519,9613759885116;1207,1224083262243;1411,9812074439951;437,8679493531435;1086,4342968355468;2036,8382212460187;821,6479706825028
150;870,8798582386254;632,3600351603105;1418,4815490432643;1663,9790143539838;520,3372108502292;1267,3282865622505;2341,4441930723465;969,1464517643626
151;889,5213383405111;637,3799287767221;1456,553275358858;1837,381359304716;543,4527209813102;1434,1350062432646;2731,0661507959244;1011,3368025823048
152;970,527948546838;682,8348043945164;1617,2375866506818;1837,8019798876983;583,4671799691336;1402,1242330574196;2614,3245070493545;1098,8335551551495
153;1027,6699018521754;718,7746846853195;1746,5013023680297;1792,8821801222323;608,1537391307572;1333,642038628733;2424,391685268029;1158,5221762610147
154;1035,7082133872898;727,7233386886352;1779,0713128246866;1816,5574648967397;613,7674603316236;1352,7437839201075;2462,9329053356946;1172,1083092228776
155;1010,4451877920327;711,4009259546264;1746,2277742043173;1821,2772778146186;603,0446209316237;1367,7839984215482;2515,09472492269;1151,107879373554
156;984,0582960794777;694,7800247323441;1696,6695864012686;1802,3145055884465;589,4523792323469;1360,423779306188;2513,1395151120405;1122,446733000511
157;963,0069728526635;685,2796210109514;1649,1769473834056;1796,102473112848;578,2066704988584;1359,8635364542947;2518,396028056566;1096,1885429467454
158;917,6560340117254;648,3651257114973;1583,4118109734509;1815,0508465774587;559,4062250748408;1405,0152173378956;2667,800198203801;1062,2027494426752
159;940,6607679544238;663,9425490849193;1632,7644701347367;1808,256047066035;569,6309582398344;1390,4188065815063;2621,6459091781717;1086,419350270911
160;989,3325663404853;695,2025629575276;1726,102514973782;1882,8124027969181;597,4883624482236;1449,0853967449789;2733,5426243790807;1144,5263395803365
161;940,011590475429;657,5384893966551;1630,9307242427294;1959,9034448418513;581,2393498749428;1545,8499220904048;2994,915269776307;1105,0126945422007
162;855,837681450772;594,3287063906523;1446,8689168918331;1950,9634191693829;541,1437355665776;1569,7827931058525;3107,1259824596928;1015,5945852788604
163;748,1789813096088;519,8501851771094;1212,6319886281933;1877,9268355563358;484,20735430376516;1529,329557296993;3076,5687980232046;891,0672359541193
164;700,4398803151557;492,0771288221126;1126,6193866071194;1780,220096539943;453,8234570509827;1449,6402272157986;2915,209620372433;831,4201281026336
165;680,4334681701716;484,60066978059604;1106,1578110039954;1651,517827793582;434,92619261509213;1326,5165701796252;2630,8458850723296;798,5726392154784
166;596,8663000776022;420,97247533928345;983,5252727842212;1648,1285657518447;396,94306830900297;1366,123395592734;2794,849909044076;728,3945674496093
167;610,5111514596094;433,1807597679571;1009,5396186599389;1502,2117761662826;392,36622821968433;1218,7137592209629;2434,7997379834837;725,0160303781232
168;638,6025893822845;456,0359232190728;1054,5430674436398;1420,701977326145;398,6792973189805;1128,5071477017484;2198,75414399817;740,4940377640273
169;664,9957867896773;478,19910575002007;1090,7524721319185;1345,1253550320198;404,54397644902366;1040,4039501205286;1967,070955926063;753,0199143383562
170;701,4364155974527;505,87682259444614;1145,6563139223053;1288,0427274022002;416,8256390334045;965,1463625770723;1759,0291596202296;777,7006353690605
171;707,6549194665431;510,50971165103033;1156,3653298775348;1273,142365662192;418,7873549926288;946,4901799907516;1708,8126932450268;781,5507352285927
172;733,5882157109306;527,4907183376572;1211,288538178729;1316,8318702242273;434,30915142984884;981,8724704686448;1777,919036467616;814,2801686563985
173;766,2461325823276;547,8484399967655;1275,0334421989814;1487,596319174552;461,77860999357165;1146,4902048597767;2151,6169037124173;867,8465422686548
174;898,6049663486054;651,7180669924098;1463,843926690954;1715,5323848660712;536,6497391028905;1307,3831910972583;2416,738126983172;1000,1165694532702
175;916,3256051926398;655,7332823863443;1500,5613594093315;1891,2748322521018;559,5745060121905;1477,0337335047295;2813,8187923844266;1041,873094005312
176;996,2205011168088;700,3085085886507;1660,0813903521203;1884,5252568740195;598,5632644470361;1438,7252909345514;2683,848771328018;1127,9457551102953
177;1057,5524093710692;738,6604573228738;1797,3929520501015;1842,401661499221;625,4023006159282;1371,7548215773725;2495,035596251616;1192,2667113455852
178;1055,6238645432004;740,873612187517;1813,2648824323965;1849,9277842824963;625,3407589597415;1378,382575660092;2510,137974520641;1194,6362338178346
179;1035,5510367247425;727,8207435555062;1789,660524782692;1863,7771060630766;617,6226236791031;1401,1328171923126;2577,3251987465746;1179,7197495502396
180;991,044343531954;699,2476571449969;1708,5651760869475;1814,8450419876488;593,7087496634389;1370,1416761084424;2530,700943778288;1130,324742603188
181;976,7718769741507;694,1135181454936;1672,7228886484952;1821,1170934533666;586,4377253063478;1379,2236230042993;2554,1269375535817;1111,8439847545274
182;920,3009348051612;650,0147133622971;1587,8682300843038;1822,3833526557473;561,4737880293142;1409,700215536965;2675,323144923046;1065,2094643977628
183;943,2135085186483;665,4445807088722;1637,1756439251433;1815,6105869635824;571,7912087132589;1395,1066601538996;2628,7020216670658;1089,3680134258118
184;980,8291532120581;689,2017440102376;1711,167533713884;1870,8755557323052;593,3002362001549;1438,039284683655;2710,0241631162603;1134,6477302091598
185;939,670939007405;656,9896642390781;1630,33943240035;1958,1874609060892;580,9507800223654;1545,1676108944553;2993,8343494646315;1104,6090190415568
186;856,3117998884181;594,1821612509582;1447,6811561790105;1950,1432551491887;541,2293695336534;1570,3422641729953;3108,8709661400944;1016,1687359894087
