l_id;v_id_1;v_id_2;name;operator;ref;length_m;r_ohmkm;x_ohmkm;c_nfkm;i_th_max_a;from_relation;V1_long;V1_lat;V2_long;V2_lat;voltage;wires;cables;frequency
22139;43193;23620;;"ATEL; BKW";;489,72756109164703;;;;;;7.61602141237887;47.2325986006218;7.61790468099447;47.2273267897278;220000,0;1,0;9,0;50,0
65908;42022;13686;750 kV;;;394971,083012409;;;;;;26.6449735029238;50.2962827672493;21.8710468739922;50.1914848711349;750000,0;1,0;3,0;50,0
4982;7864;63104;;RTE;;1449,9865920913;;;;;;3.80033661099728;45.0451075088105;3.78391058040093;45.04211430259;225000,0;1,0;3,0;50,0
38020;2503;31912;"220kV Mündelheim Nord;380kV Meerbusch West+220kV Mündelheim Nord;380kV Meerbusch West";RWE;4540;490,31396758450796;;;;;;6.61738115554636;51.4757909650564;6.61109267348956;51.4709956023626;220000,0;1,0;3,0;50,0
64824;54679;46913;;;;37646,3910391416;;;;;;36.5270110078199;49.5842010736009;36.2465309010136;49.3663692493583;330000,0;1,0;3,0;50,0
3604;2876;28930;"Ludersheim - Schwandorf;Ludersheim - Schwandorf;Lauterhofen - Schwandorf;Lauterhofen - Schwandorf";E.ON Netz GmbH;160;36588,7838881642;;;;;;12.082254511457;49.2974477819197;11.674237749145;49.4015331398856;110000,0;1,0;3,0;50,0
63093;41060;45774;;;;42851,3261860475;;;;;;-8.31980002484333;51.9540661377153;-8.91412926413555;51.9381946588038;220000,0;1,0;3,0;50,0
10511;11437;54494;;;;17790,905274588;;;;;;-5.24732180307393;37.6435172656315;-5.16410542406533;37.5280199292517;220000,0;1,0;3,0;50,0
46049;52163;66918;;;21.364;30875,268889632003;;;;;;15.4724362092492;41.2197231531694;15.4846545534518;41.4673247813627;380000,0;1,0;3,0;50,0
67366;11107;14600;;;;74617,3426609414;;;;;;23.0046649291308;42.5287561706021;23.1024071887942;41.9645650613906;400000,0;1,0;6,0;50,0
57314;61069;8010;;;;28341,8355839571;;;;;;9.81887315699117;59.7275675962357;10.2153095044315;59.8672063830499;300000,0;1,0;3,0;50,0
37495;36634;25811;;;;1871,7895286751102;;;;;;26.1559820017236;44.4026718237121;26.1824820544015;44.3949235768576;400000,0;1,0;3,0;50,0
80091;39830;5733;;;;7244,435792376629;;;;;;-2.08335459805291;53.0408366498615;-2.04384979787662;52.9800554656456;132000,0;1,0;6,0;50,0
12171;2777;21420;;E.ON;5585;3067,0144908799703;;;;;;16.118891675349;49.1037540067666;16.148916736784;49.0868848104283;110000,0;1,0;3,0;50,0
9890;24142;21561;"220kV Koksochemia - Łośnice; Siersza - Łośnice";;;1410,6531423135;;;;;;19.470730548212;50.4838250007758;19.4609594649998;50.4965097780685;220000,0;1,0;3,0;50,0
47892;26347;61071;;;;15,740360190736;;;;;;8.03444647138148;59.4480275829308;8.03474075946856;59.4480403686071;300000,0;1,0;3,0;50,0
6436;12188;63271;110 kV;;;8165,7683664223905;;;;;;8.56022102849261;49.9921118028047;8.50868074457306;50.0333711432323;110000,0;1,0;6,0;50,0
19623;23529;23242;Arezzo-Pietrafitta 220;;22.268;53096,692202080594;;;;;;11.7450207567694;43.3335427876587;12.1852240819086;42.9817482698185;220000,0;1,0;3,0;50,0
16083;7346;63660;Toponár - Paks;;;86928,271633162;;;;;;17.836384170067;46.4145412750447;18.8052143886243;46.5822414754799;400000,0;1,0;3,0;50,0
37369;64678;59671;220kV Joachimów - Huta Częstochowa;;;4251,46289792675;;;;;;19.2515288628098;50.7606598988513;19.1918769550201;50.7596670035592;220000,0;1,0;3,0;50,0
6820;21801;63314;Salerno Nord-Montecorvino;;22.244;1009,970159103;;;;;;14.7777886676329;40.7096336130521;14.7673588701113;40.7148181232449;220000,0;1,0;3,0;50,0
12648;28334;55168;;RWE;4574;2458,98556898596;;;;;;6.65963412801378;51.5995478716066;6.68224655213283;51.5774856572905;380000,0;1,0;12,0;50,0
18324;56778;63920;;RTE;;78628,8520467679;;;;;;1.38639782575547;43.5239726933945;1.59905088256796;42.8601860937955;225000,0;1,0;3,0;50,0
9204;55435;54845;Yatağan TES TM - Yeniköy TES TM EİH;;;40600,286676184;;;;;;27.8783241792571;37.1379603506014;28.0995839920281;37.3288583476966;380000,0;1,0;3,0;50,0
14570;6071;56384;400kV Ołtarzew - Mościska;PSE Operator;;509,177815602471;;;;;;20.8813059369033;52.2906316504924;20.8707974986568;52.2902118990816;400000,0;1,0;3,0;50,0
40203;36803;32185;;;;251,714134880247;;;;;;9.09267752676315;47.559810336732;9.09337226380096;47.5562224188639;220000,0;1,0;1,0;50,0
73232;50978;37146;;;;1797,32224583216;;;;;;37.8716168962849;55.7223789500874;37.8851880080398;55.7083366663807;220000,0;1,0;6,0;50,0
21195;23455;57339;;;;74,6240868220414;;;;;;37.1042916255379;47.9881074120645;37.1032829971369;47.9880166865583;330000,0;1,0;1,0;50,0
63216;32898;45847;;RTE;;3773,8323590192103;;;;;;2.62179900321315;48.9599339145566;2.57559960916253;48.9761385998005;225000,0;1,0;3,0;50,0
65683;14655;13547;;;;92515,81708681589;;;;;;34.806497504716;50.9671496135781;33.7695210955653;50.6903713876309;330000,0;1,0;3,0;50,0
80674;56406;6103;;;;29294,803497783;;;;;;5.54382009477616;50.2104585143912;5.66297177449568;49.9756976131534;220000,0;1,0;3,0;50,0
40123;31860;32177;"380 kV 3011; 110 kV Bahnstrom Höchst-Friedberg; Höchst-Rödelheim;380 kV 3011; 110 kV Bahnstrom Höchst-Friedberg; Höchst-Rödelheim; 15 kV Sl; Sl";TenneT;;4066,7733557649103;;;;;;8.60299371813033;50.10949601252;8.59447355698657;50.1431793804418;380000,0;1,0;10,0;50,0
79124;28515;5193;;;;32581,616960077597;;;;;;10.7435672113495;59.5162516799877;11.1554910961667;59.314393669753;420000,0;1,0;3,0;50,0
41668;32400;32399;;;;6300,0755083636905;;;;;;24.4116033107493;41.9526206015733;24.4117085933006;41.9523149564437;220000,0;1,0;3,0;50,0
2672;39749;28808;;;"22.243;22.270";19416,8938714691;;;;;;14.9831526802162;40.6447169777862;14.7751141057334;40.7088916607296;220000,0;1,0;6,0;50,0
14676;46997;63492;;;;3901,4782270206297;;;;;;5.52164653616452;50.6147741731168;5.5358750350773;50.5821842825139;220000,0;1,0;6,0;50,0
39741;32134;59981;"380 kV Paffendorf Süd; Selfkant weiß; 110 kV Auenheim Nord; Glesch Nord";RWE;4179;3298,17973327729;;;;;;6.62173582314428;50.9635756824282;6.66352365353096;50.9763307843942;380000,0;1,0;12,0;50,0
80593;2415;40114;National Grid Northfleet East-Singlewell;National Grid;;5770,901067485911;;;;;;0.329816177066072;51.4283433494619;0.392936778664682;51.4048472809452;400000,0;1,0;6,0;50,0
69513;32184;36803;;NOK;;266,954285501086;;;;;;9.09314112727835;47.5561893179956;9.09267752676315;47.559810336732;220000,0;1,0;1,0;50,0
4566;64388;55978;;RWE;;17489,7721169328;;;;;;7.90643510608999;50.3527009690134;7.66954102500805;50.3857529166338;380000,0;1,0;6,0;50,0
4345;21312;63007;;RTE;;575,768906626923;;;;;;4.17739080012778;44.137832316601;4.18410642880799;44.1334028778759;225000,0;1,0;3,0;50,0
51198;23506;33544;;RWE;Anlage 323;946,862204753188;;;;;;9.13889142638328;49.1458215007688;9.14718422392863;49.1480846105852;220000,0;1,0;3,0;50,0
49110;23206;27307;;;;8517,1812469836;;;;;;12.1184495220626;45.5509816137179;12.0970029633065;45.4761406740947;132000,0;1,0;3,0;50,0
71779;29297;16954;ВЛ 220 кВ Луганская ТЭС - Сысоево.;;;127984,12621093699;;;;;;39.2678104816005;48.7484878725245;40.06990952225;49.3980494036587;220000,0;1,0;3,0;50,0
12787;20702;54955;380-kV Kernkraftwerk Emsland;RWE AG;;225,17829348503503;;;;;;7.32071021014467;52.4713640731429;7.30534459801476;52.4800010371722;380000,0;1,0;3,0;50,0
17975;22966;22967;;;;215,010445916803;;;;;;22.5729923133266;63.4463726038678;22.5705721621197;63.4447670074503;220000,0;1,0;6,0;50,0
48523;8550;27222;;;;3,32013310480416;;;;;;10.694485713783;43.0518602354964;10.695709992162;43.0532711669631;380000,0;1,0;3,0;50,0
15515;38682;56509;;;;4915,85544807466;;;;;;-1.6099005398947;47.1870534464496;-1.66406447496249;47.194690203725;225000,0;1,0;3,0;50,0
79789;55244;5582;;RTE;;1951,18942028858;;;;;;3.31499190130286;50.2985010670434;3.29073155740592;50.2964885909087;90000,0;1,0;3,0;50,0
54519;9246;28054;Moyle Interconnector;Mutual Energy;;4848,72506174601;;;;;;-4.98076960124363;55.0696897884633;-5.04467363260642;55.0583980875947;250000,0;1,0;3,0;0,0
59755;29317;9607;;;;45294,2807230418;;;;;;33.2865440752145;60.5570365938814;32.8274958915593;60.2330177571532;220000,0;1,0;3,0;50,0
55052;4504;68038;;RTE;;1829,61567640612;;;;;;2.24979674996035;49.9395024702885;2.23549441545808;49.9265387907411;400000,0;1,0;3,0;50,0
34392;33915;31451;;;;2351,1195297908803;;;;;;10.027258856878;46.0486969643966;10.0512784601024;46.0609331950734;220000,0;1,0;1,0;50,0
44130;54918;60593;;Red Eléctrica de España;;17445,4951082181;;;;;;-3.4432025717727;40.2559850887884;-3.60005554412952;40.1969957109312;400000,0;1,0;3,0;50,0
63190;15593;11859;;;;43093,530669240696;;;;;;12.2172884090817;58.2939686898707;12.2637134927457;57.9156807161049;400000,0;1,0;3,0;50,0
21561;33810;64061;;;;161,967666623394;;;;;;-8.58637335823814;42.1891276162896;-8.5845103421704;42.1896232796535;220000,0;1,0;3,0;50,0
6078;45479;56155;;Red Eléctrica de España;;15072,7578533329;;;;;;-6.30101554213644;36.670634027794;-6.14269051432274;36.6246423114672;220000,0;1,0;6,0;50,0
40269;36634;32195;;;;7361,04725969504;;;;;;26.1559820017236;44.4026718237121;26.2491829523942;44.40071687559;400000,0;1,0;6,0;50,0
2881;40671;28835;Шипка;;;922,119562274011;;;;;;24.3183869872543;42.1510103709662;24.3301356591595;42.1557739275689;220000,0;1,0;3,0;50,0
27821;53709;24545;;;;4637,97597449399;;;;;;1.39549588681305;42.3238879181004;1.34468491486349;42.3188959058286;220000,0;1,0;6,0;50,0
25296;23650;57967;;Red Eléctrica de España;;2511,3425306952;;;;;;-3.96021053328999;40.629245207649;-3.98257085835312;40.6145815951401;400000,0;1,0;6,0;50,0
21450;29972;30270;;;;4183,22900535963;;;;;;27.6937870271527;62.9869395847936;27.6925902915312;62.9858545869928;440000,0;1,0;3,0;50,0
25673;13771;24145;220kV Łagisza/Joachimów - Wrzosowa;;;5616,837410193921;;;;;;19.1665406179959;50.7539553575433;19.2454974841607;50.7439979716747;220000,0;1,0;3,0;50,0
55484;28236;40968;"Borgo Valsugana-Lavis;Borgo Valsugana-Vellai";;22.290;90,75441728593849;;;;;;11.4368528002369;46.0569715118449;11.439426388371;46.0556837740758;220000,0;1,0;3,0;50,0
62163;8981;11109;Черно море;;;89896,31981253289;;;;;;27.506949992732;43.3146759188856;27.356574246573;42.6168050583864;400000,0;1,0;3,0;50,0
52170;60030;61659;220kV Polsum Süd+Scholven D;RWE;2646;3484,18910581411;;;;;;7.0522095852727;51.6554570927607;7.06262644930735;51.6844079656584;220000,0;1,0;6,0;50,0
78702;4830;4926;ВЛ 500 кВ Белозерская – Череповецкая;ФСК ЕЭС;;29298,065242829503;;;;;;37.6242129246344;59.2215492222199;37.8816640612181;59.3663085303502;500000,0;1,0;3,0;50,0
80470;63851;5974;;;;5778,65698366155;;;;;;8.18114090812055;47.4062534977426;8.10572748287089;47.4064638178409;132000,0;1,0;2,0;16,7
52442;26150;61703;380 KV;RWE;4153;1585,04443416642;;;;;;6.79451221533707;51.3123012954742;6.79245130041224;51.3260616712243;380000,0;1,0;9,0;50,0
39141;26016;26017;;RWE;4301;3406,14039695222;;;;;;7.41755396216647;51.6446851717665;7.45658225783185;51.6602453704463;380000,0;1,0;12,0;50,0
59184;39560;43203;;;;1958,7277381035801;;;;;;2.47497980774031;50.6237476299657;2.50442626746064;50.6189922919803;225000,0;1,0;3,0;50,0
81413;63606;6579;;;;5403,52769996363;;;;;;-5.574732022018;36.0624910169833;-5.60606444849094;36.0323467199753;400000,0;1,0;3,0;50,0
16588;63723;22792;;;;4493,78812430925;;;;;;8.28731988824138;50.7578393006068;8.32089190670256;50.7294840874106;380000,0;1,0;6,0;50,0
22309;30345;57520;;;;791,1934605332159;;;;;;6.00294732969061;44.2490984956623;6.01264922459063;44.2505995102835;225000,0;1,0;3,0;50,0
78929;2932;39170;;50Hertz;;3711,25642085868;;;;;;11.8942662085418;51.4057031779769;11.9465331773719;51.4012177577637;380000,0;1,0;6,0;50,0
21248;2843;64206;;;;5509,74174217046;;;;;;0.183750284217982;47.9215045707755;0.24752026625031;47.8945226713036;225000,0;1,0;3,0;50,0
59475;22827;43407;San Floriano-Cardano;;22.249;22496,1307765345;;;;;;11.3622553515707;46.4624372807691;11.2453219074538;46.2904526430204;220000,0;1,0;3,0;50,0
14086;22386;56313;;;;2878,7232175243203;;;;;;7.99538619569198;47.5783674856311;7.96630260954791;47.5946750128787;380000,0;1,0;6,0;50,0
25597;58011;58012;"220kV Groszowice - Kędzierzyn; Wielopole - Blachownia";;;6978,319741280179;;;;;;18.2437508968799;50.3354489906435;18.2929061702378;50.381162860699;220000,0;1,0;6,0;50,0
53083;48179;27842;;;;40222,3810611275;;;;;;7.20930826028711;46.1583167367029;7.18575717782869;45.8657974669404;220000,0;1,0;6,0;50,0
62995;40950;45708;;;22.203;10266,8408796439;;;;;;17.3203930992683;40.531158174183;17.2161247378855;40.5148852300688;220000,0;1,0;3,0;50,0
38779;66044;59854;Oberbachern - Ottenhofen;TenneT TSO GmbH;462;434,20294204501295;;;;;;11.8270192453984;48.2267738769654;11.8224260695192;48.2292075683419;380000,0;1,0;3,0;50,0
15138;36967;56481;National Grid Rayleigh Main-Tilbury;;;10793,2313880375;;;;;;0.566550914757693;51.5940119543363;0.471621273380567;51.5216115685188;400000,0;1,0;6,0;50,0
22310;20016;57521;;;;42784,8166304067;;;;;;5.92415580711785;43.9210486154339;6.03612561656275;44.2532086763192;225000,0;1,0;3,0;50,0
18344;7485;23035;;;;9225,13818314131;;;;;;-8.60995281522297;41.0688428911846;-8.52194438943052;41.0446382042665;220000,0;1,0;6,0;50,0
2000;62647;28732;;Red Eléctrica Española;;8863,15934972623;;;;;;-8.34892391192202;43.1847018229235;-8.36417175918438;43.2632996300856;220000,0;1,0;3,0;50,0
6453;45940;29302;;;;16464,4249749218;;;;;;-5.6928142324394;43.3183245157985;-5.87382460084775;43.3131436028904;132000,0;1,0;3,0;50,0
11130;21699;20285;;;;1987,09206727941;;;;;;5.69457369334782;50.7462449599731;5.66978256837406;50.7535124960447;220000,0;1,0;6,0;50,0
58315;8676;8677;;;;28631,4923280787;;;;;;2.74436494875914;39.6002667420688;3.03948760450681;39.6737541792535;220000,0;1,0;3,0;50,0
22490;36579;57548;;Elia;;2023,1730581505499;;;;;;4.24821745869824;51.3695515064133;4.26745385390053;51.3535238692661;380000,0;1,0;6,0;50,0
32694;49596;59116;;;;2664,55958929496;;;;;;7.06160939232783;46.1103922787822;7.03261786791522;46.1223716777706;220000,0;1,0;3,0;50,0
11819;57380;20489;;;;3450,01831876412;;;;;;34.6317546238089;47.5386877923706;34.6275457373793;47.5084294301087;330000,0;1,0;3,0;50,0
9778;56465;54283;;;;13105,320473016001;;;;;;-2.10510565876717;53.4041770784234;-2.04330827175801;53.4923778140686;400000,0;1,0;6,0;50,0
20965;54365;23427;;;;183,92098231851102;;;;;;11.0554486100263;43.8066366231637;11.0593463123745;43.8083152077396;220000,0;1,0;3,0;50,0
10956;9891;21594;;Черкасиобленерго;Крем ГЕС - Черкаси;78238,9610999611;;;;;;31.9707783031476;49.3593303989364;31.4735247083859;49.7613337588427;330000,0;1,0;3,0;50,0
39924;64352;26138;Gladbeck West+Gelsenkirchen Süd;RWE;2343;1004,0169468612801;;;;;;7.08527252846236;51.4820207691552;7.09969695664252;51.4821948090496;220000,0;1,0;6,0;50,0
49296;27321;27322;;;;104,59730510728501;;;;;;9.45139986270557;45.6560781068806;9.45132368556948;45.6563229833633;380000,0;1,0;3,0;50,0
9707;43079;21555;;;21.321;9552,395240725691;;;;;;17.9076347285753;40.5986858530316;17.9779158931576;40.6431800579399;380000,0;1,0;3,0;50,0
14175;40019;22405;;;;916,023898174629;;;;;;6.17791450795649;49.9530651407752;6.19084668002849;49.9551682001434;220000,0;1,0;6,0;50,0
52177;32152;61661;;RWE;4550;975,842758438841;;;;;;7.14185570141001;51.5131476764497;7.14629239076675;51.5048312824945;380000,0;1,0;12,0;50,0
38385;65995;31969;"220kV Klikowa - Niziny;110kV Połaniec - Grzybów";;;3321,9804464343397;;;;;;21.0554499782317;50.4960599962515;21.0497100130608;50.4664400170215;220000,0;1,0;3,0;50,0
53017;59977;28395;220kV Utfort West+Uerdingen West;RWE;2339;4338,34851651966;;;;;;6.58449050365482;51.4393552658584;6.61389829178493;51.4736192957669;220000,0;1,0;6,0;50,0
67405;21836;14620;;Svenska Kraftnät;;44466,094545736;;;;;;14.1465404820459;56.0882438663717;13.6023686982877;55.8331460398898;400000,0;1,0;3,0;50,0
53010;7675;61790;;RTE;;15507,5619419099;;;;;;2.22190503368069;44.9467185649561;2.19484771497682;45.0859881888719;225000,0;1,0;3,0;50,0
56601;4770;41647;;RTE;;2527,97210164179;;;;;;2.8654781099375;48.3801306701761;2.84839581008127;48.3732641706304;400000,0;1,0;3,0;50,0
51690;3012;61584;Herbertingen - Tiengen;;5200;136,082942143411;;;;;;8.25885999852837;47.634211656147;8.25637643013308;47.6309723602763;380000,0;1,0;6,0;50,0
81395;6572;6573;;Energinet.dk;;2557,9326410221397;;;;;;9.88476674734772;56.6624787172028;9.88173994857657;56.6395646848908;400000,0;1,0;6,0;50,0
74006;8735;18417;;;21.325;28581,9682966546;;;;;;11.2309948927341;43.7123116283705;11.4789037300519;43.564575659276;380000,0;1,0;3,0;50,0
2852;24861;21880;;Swissgrid;;33560,7247643553;;;;;;9.37935156332111;47.067895217713;9.50858200408968;46.8605446771678;380000,0;1,0;6,0;50,0
61416;20599;10594;;RTE;;20726,8770718687;;;;;;4.58388046189937;43.8290886004881;4.33619127933143;43.8121073595427;225000,0;1,0;6,0;50,0
71363;13871;50627;;;;37512,6137205912;;;;;;19.2705432543393;42.4641724096706;19.4562934133366;42.2123432095166;220000,0;1,0;3,0;50,0
47088;42634;60975;;;;6204,95366900668;;;;;;39.7457191816545;47.3054620141319;39.8210136285303;47.3231394950443;220000,0;1,0;6,0;50,0
13291;7254;54969;Sundon-?;;;4455,60701717518;;;;;;-0.513585852394443;51.896506889178;-0.50109904681858;51.9342790351347;132000,0;1,0;3,0;50,0
40630;28819;60117;National Grid Lower Shelf-Monk Fryston;National Grid;;19508,2548839711;;;;;;-1.55155381097236;53.713456395051;-1.80531215663936;53.7437310776324;400000,0;1,0;6,0;50,0
30421;41017;65033;;Red Eléctrica de España;;39449,8606955579;;;;;;-6.28769395186069;42.9391098027112;-5.84021778546694;43.0298994106107;220000,0;1,0;3,0;50,0
57766;42370;8291;;;;11556,400735495801;;;;;;14.3715345029468;41.0190501678117;14.4649178103741;41.0714690202281;150000,0;1,0;3,0;50,0
25196;44531;24080;;Red Eléctrica de España;;18180,2693623668;;;;;;-1.69275428599388;41.8625260525627;-1.90080073572153;41.8259390945301;220000,0;1,0;6,0;50,0
67457;43039;14639;;;;92063,3165745093;;;;;;19.8454934215613;45.3398389295646;20.1097032145115;44.6837144278926;400000,0;1,0;3,0;50,0
15529;22608;56538;150KV Ensted DK;EON_Netz;;279,356589328144;;;;;;9.39055750750133;54.9423008107464;9.38970617410657;54.9398291786814;150000,0;1,0;3,0;50,0
19176;23164;57007;;;;354,60950443389197;;;;;;-0.463924148700117;39.5607566756188;-0.460382091534834;39.561348115796;220000,0;1,0;3,0;50,0
58775;64248;43006;;;;54,831542824509896;;;;;;-8.41721654781965;40.164126171559;-8.4194623757356;40.1651768996996;220000,0;1,0;6,0;50,0
18936;23098;23127;;RTE;;768,762516974375;;;;;;4.5363445916024;46.5836256595131;4.53477083305615;46.5904672166142;400000,0;1,0;6,0;50,0
22632;55655;57572;"220 kV Windesheim; 110 kV Rosengarten Ost|West";RWE;2327;2198,4608797918;;;;;;8.01904745395109;49.8161677038704;8.04474906971199;49.8049827033782;220000,0;1,0;9,0;50,0
45896;49893;60822;"513;514";50Hertz;"513;514";59023,0980891429;;;;;;12.0877650806413;53.2509323252469;12.6114578857275;53.5855257872311;380000,0;1,0;6,0;50,0
73401;54540;3086;;;140;28,6470930377666;;;;;;9.72403663645574;54.2888932805628;9.72699275106814;54.2914209859116;110000,0;1,0;3,0;50,0
6469;33142;22237;;;;472,91435702059306;;;;;;37.8748501269174;59.1830234931621;37.8685164941972;59.1838698739917;220000,0;1,0;3,0;50,0
19340;54847;64029;;RTE;;2015,7581256114397;;;;;;4.01056423721738;47.852685899963;3.98567705294255;47.8428820099932;225000,0;1,0;3,0;50,0
70093;35960;50014;;;;72259,1446186887;;;;;;16.9310495095607;62.5414408947632;17.1010795323036;63.1761646155732;400000,0;1,0;3,0;50,0
39954;26141;26146;220kV Herne 1A;RWE;4550;312,977370751871;;;;;;7.13163197516145;51.549908797832;7.13369765115728;51.5524222689655;220000,0;1,0;3,0;50,0
78693;4847;4922;;Red Eléctrica de España;;5640,53372426778;;;;;;-1.36184024368308;41.7983992205137;-1.37994298591362;41.8468286341014;220000,0;1,0;3,0;50,0
3324;67842;55869;Camin-Dugale;;21.346;8661,76732602167;;;;;;11.947760275601;45.358890513461;11.841958636567;45.3595338185878;380000,0;1,0;3,0;50,0
5458;13552;22147;;;;33844,0480118372;;;;;;18.9956290032322;42.6712494754766;19.2727292254677;42.465985567504;220000,0;1,0;3,0;50,0
33266;46818;31328;"Brusciano-Nola;Nola-San Valentino;Nocera-San Valentino";;22.274;19177,9186431835;;;;;;14.4964117078455;40.9439101975197;14.5834837945387;40.7950424907418;220000,0;1,0;3,0;50,0
80015;68048;39796;;RTE;;829,6567997098371;;;;;;-1.55458149122666;48.1012915906985;-1.55610798102347;48.0929028838623;400000,0;1,0;6,0;50,0
77142;67584;38608;;;;691,076653543317;;;;;;23.5251103049264;42.7360034592085;23.525770388679;42.7429233812318;220000,0;1,0;3,0;50,0
30848;65064;65063;;;;9159,14212546641;;;;;;27.9234840893453;45.4664795712988;27.9548088822918;45.3949936839879;400000,0;1,0;3,0;50,0
55988;16906;7196;;;;104718,345970494;;;;;;38.5338792899999;48.01889637446;39.6376616063713;47.4719603513641;330000,0;1,0;3,0;50,0
73472;46343;18065;;;;152,36163154879802;;;;;;21.4725125268043;41.0571346760066;21.4884897182959;41.0594298132622;400000,0;1,0;3,0;50,0
67616;43503;14728;;;;98347,1765497141;;;;;;21.9710084182088;43.3020481030968;22.1231716017339;44.0545987974637;400000,0;1,0;3,0;50,0
30843;46344;58861;;;;15419,997513959599;;;;;;23.5064691847398;45.9604741489477;23.6020347495046;46.079184283758;220000,0;1,0;3,0;50,0
57067;10089;41909;ligne 225 kV Laneuveville - Saint Avold (via Suisse & Saulnois);RTE;;29162,0801985395;;;;;;6.45611094397123;48.8486545469282;6.2348237191734;48.6488211919781;225000,0;1,0;3,0;50,0
32025;25127;31206;;;;85,32355660652341;;;;;;37.5953669943744;55.5601022901507;37.5966544598396;55.5598366888104;220000,0;1,0;3,0;50,0
48315;33166;67219;;;;230,075213265926;;;;;;8.4250901016219;48.9614116911868;8.42815443471909;48.9619192742064;220000,0;1,0;3,0;50,0
8806;46603;55237;Mercure-Rotonda;;22.258;2083,3201731446497;;;;;;16.0213290633078;39.9821631177483;16.025420615606;39.963817647146;220000,0;1,0;3,0;50,0
21305;36124;23476;National Grid Pentir-Brynrefair (underground);National Grid;;36,3219088171641;;;;;;-4.15630009356777;53.1412376831424;-4.15615142238825;53.1406871909743;400000,0;1,0;3,0;50,0
47556;67132;61035;;;;108,46493952961599;;;;;;10.2971158224995;44.7762698955926;10.2958138941582;44.7766127752962;380000,0;1,0;3,0;50,0
8345;55980;20585;;;;41842,7166480219;;;;;;-6.54427373686854;42.6250753667703;-6.04098212897735;42.6316838065302;400000,0;1,0;3,0;50,0
9649;28134;54279;;Red Eléctrica de España;;49598,4856408418;;;;;;-4.49438464400729;42.0503563617023;-4.93759178518029;41.7894087912987;220000,0;1,0;3,0;50,0
9613;44282;20427;Scottish Power Neilston-?;;;19850,1627208144;;;;;;-4.26232674612208;55.7742917210084;-4.47710973641706;55.8091080726021;275000,0;1,0;6,0;50,0
61480;44620;44642;;Red Eléctrica de España;;34106,4341802788;;;;;;-0.72263229102186;38.7189908242984;-0.477323108352617;38.4920626686836;220000,0;1,0;6,0;50,0
9360;47791;20608;;;;17730,6638073771;;;;;;38.0902014136316;48.5587368348657;38.1989756275042;48.4658659879929;330000,0;1,0;3,0;50,0
21949;2616;57460;110kV Nordstern Ost;RWE;;287,310102476434;;;;;;7.1047025085247;51.4817826925318;7.09913506043231;51.4826499054091;110000,0;1,0;3,0;50,0
28980;53405;58606;;;;5722,40579077921;;;;;;40.1805992161529;47.7582965861935;40.1789109717187;47.8037380128192;220000,0;1,0;6,0;50,0
33746;18898;35467;;;;444,797438434475;;;;;;-2.87898207569176;53.2804646276851;-2.88229219980754;53.2769613118846;275000,0;1,0;6,0;50,0
10822;54677;55282;Cesano Maderno-Tirano;;22.226;8860,071307375309;;;;;;9.10827377967459;45.636874174518;9.22170633198144;45.6375692455191;220000,0;1,0;3,0;50,0
38076;31919;59762;;;;1955,4550558903898;;;;;;6.63378636335463;51.4965099030574;6.64433141698033;51.5126832686941;220000,0;1,0;3,0;50,0
8853;41331;54057;;;21.326;43567,9873085178;;;;;;15.6379268027651;38.2032356596408;15.9865815921039;38.442658798841;380000,0;1,0;3,0;50,0
67413;57805;36635;;;;107088,004104182;;;;;;34.7124415721231;57.5533108856303;35.8954503221876;56.9065850970714;330000,0;1,0;3,0;50,0
44025;26666;26665;476;ČEPS;476;257,381182578094;;;;;;14.4386837250707;49.9385799094711;14.4421469999856;49.9392217820764;400000,0;1,0;3,0;50,0
70695;39115;16287;;;;50581,9662409153;;;;;;20.1680068265052;44.6642866284489;19.9373647633015;44.2954193484389;220000,0;1,0;3,0;50,0
29763;33941;30989;;Red Eléctrica de España;;20326,1056661158;;;;;;1.89313559106519;41.4993806909328;1.67553461366777;41.5793363037314;220000,0;1,0;6,0;50,0
38733;39809;25977;"400kV Gdańsk Błonia - Żarnowiec;2x400kV Gdańsk Błonia / Gdańsk I - Żarnowiec;400kV Gdańsk I - Żarnowiec";PSE Operator oddział Bydgoszcz;;52277,841206892306;;;;;;18.1085910808269;54.7185976174731;18.4316112603345;54.3366296735186;400000,0;1,0;3,0;50,0
2658;25306;62741;;;;899,03644801263;;;;;;25.7950455893885;45.0247216879958;25.7886931496952;45.0281985074095;380000,0;1,0;6,0;50,0
20368;57196;64111;;RTE;;178,534112615065;;;;;;4.87952384734428;44.7097486656994;4.88021770606973;44.7082068102759;225000,0;1,0;3,0;50,0
44292;26705;60621;;;;99,92352434320699;;;;;;42.3952373153073;47.553638487645;42.3957577093514;47.5544784717556;220000,0;1,0;3,0;50,0
37953;8220;65938;;;;59380,716742045;;;;;;39.4245158255934;52.4852977474099;38.679269455122;52.5831694701673;220000,0;1,0;3,0;50,0
39934;2619;60013;;RWE;4534;329,5754723235;;;;;;7.14065078243578;51.5572478854562;7.13723297095793;51.5539740084507;380000,0;1,0;9,0;50,0
67115;44494;48375;Kayabaşı TM - Kurşunlu TM EİH;;;216437,781257734;;;;;;35.7376843574562;40.5712871307808;33.3351729498164;40.7848188482672;380000,0;1,0;3,0;50,0
