;Region;Available;Available_Masked;Available_Area_km2;FLH_Mean;FLH_Median;FLH_Max;FLH_Min;FLH_Mean_Masked;FLH_Median_Masked;FLH_Max_Masked;FLH_Min_Masked;FLH_Std_Masked;Power_Potential_GW;Power_Potential_Weighted_GW;Energy_Potential_TWh;Energy_Potential_Weighted_TWh;Energy_Potential_Weighted_Masked_TWh;FLH_Std
0;CL00_land;119257;46373;17406,473216503062;1248,3800629964528;1098,6093730460852;5049,682341683656;82,24361541122198;1139,5098953309066;1047,3384242467582;4684,298628745601;187,5803047772497;650,4529114783047;139,25178573202456;9,946816958446764;173,98085465634747;12,634703357263334;4,724511534050864;705,59154276328
1;CL01_land;71866;45016;10594,853387353583;872,4314338592533;785,2798937838525;4102,44420848228;96,5651760417968;807,2305953968535;745,3028863761574;4102,44420848228;239,74392556026578;406,55163649050866;84,7588270988287;6,1314439709348765;73,91807493976073;5,496195304972641;3,2848540048081425;476,36469694584514
2;CL02_land;90008;15913;13174,390787930604;2104,076220773884;2104,7160903755575;5269,6471868902445;38,182600535452366;1800,976528998513;1485,6962470989674;5202,610917286947;113,2607335485518;1156,879876253495;105,39512630344481;7,634958040700246;221,80654556816845;16,18392011827976;2,7745633945597237;1083,3737011147757
3;CL03_land;60895;29132;8867,818155921841;1886,697937597719;1731,0695474408567;5051,9244676455855;367,13966539874673;1722,569890332509;1598,8871711157262;5051,9244676455855;631,0855538882315;628,7024500137223;70,94254524737472;5,05330838836684;133,8467439883563;9,73062912032214;4,446614838018553;742,3993232583114
4;CL04_land;102421;93467;14627,154084853872;2226,0286928980727;2213,809536218643;4357,161688745022;543,8524858448654;2295,986757882507;2245,7288175821304;4357,161688745022;1168,5556736961007;423,65948276030633;117,01723267883094;8,94307352316858;260,3332853416109;20,540014567485517;19,82111946617315;503,28542510227487
5;CL05_land;86616;71677;12466,18032941868;1470,2399346362001;1453,18451128155;4674,4484111741185;191,48188492655754;1470,1967507343927;1455,2647313550115;4615,180830299854;260,55494927056134;384,13167726990997;99,7294426353494;7,631093112107973;146,6660065306486;11,477209708468646;9,929727390852717;481,70820701163876
6;CL06_land;51075;41722;7373,6838933000045;2333,6026392039894;2335,910686671734;5899,2158275954425;415,918953133747;2310,2799657053883;2319,8208996299654;5899,2158275954425;1041,9234473314136;366,6109449288527;58,98947114640004;4,44497422727408;137,64714818471816;10,523733047027205;9,033223436877412;509,28679069018506
